"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","TAL","PODS",FALSE,FALSE,239.616349646854,240.472193071151,TRUE,TRUE
"spot0.1","singlet","CCD","TAL",FALSE,FALSE,382.004691105896,394.815027507868,TRUE,TRUE
"spot0.10","singlet","PT","CCD",FALSE,FALSE,411.296459479401,429.718343103336,TRUE,TRUE
"spot0.11","doublet_certain","ENDO","PT",FALSE,FALSE,313.224569472926,350.538750060702,TRUE,TRUE
"spot0.12","singlet","TAL","UROTHELIUM",FALSE,FALSE,343.971505987775,363.468239633257,TRUE,TRUE
"spot0.13","singlet","TAL","UROTHELIUM",FALSE,FALSE,277.3748521892,299.157283188609,TRUE,TRUE
"spot0.14","singlet","TAL","VSM",FALSE,FALSE,293.455877229589,313.640471699324,TRUE,TRUE
"spot0.15","singlet","VSM","IMMUNE",FALSE,FALSE,288.317431034052,292.36649428307,TRUE,TRUE
"spot0.16","reject","ENDO","PT",FALSE,FALSE,301.182766137177,351.182766137177,TRUE,TRUE
"spot0.17","singlet","PT","IMMUNE",FALSE,FALSE,393.570351717884,393.749251071867,TRUE,TRUE
"spot0.18","singlet","PT","DCT",FALSE,FALSE,424.441190955346,441.457020926328,TRUE,TRUE
"spot0.19","singlet","DCT","PT",FALSE,FALSE,347.270527765049,354.000831016008,TRUE,TRUE
"spot0.2","singlet","CCD","PT",FALSE,FALSE,391.594303695646,400.084176291533,TRUE,TRUE
"spot0.20","singlet","DCT","TAL",FALSE,FALSE,356.530361602301,363.580568210568,TRUE,TRUE
"spot0.21","singlet","DCT","TAL",FALSE,FALSE,343.322972190289,349.796142897212,TRUE,TRUE
"spot0.22","singlet","DCT","TAL",FALSE,FALSE,299.001394959605,307.517812568396,TRUE,TRUE
"spot0.23","singlet","CCD","DCT",FALSE,FALSE,353.737498784063,370.699522667857,TRUE,TRUE
"spot0.24","singlet","PT","CCD",FALSE,FALSE,431.260768432358,436.307711611313,TRUE,TRUE
"spot0.3","singlet","PT","CCD",FALSE,FALSE,403.068489790244,411.49155681137,TRUE,TRUE
"spot0.4","singlet","ENDO","PT",FALSE,FALSE,279.082944563445,301.857591988213,TRUE,TRUE
"spot0.5","singlet","PT","IMMUNE",FALSE,FALSE,367.703386225428,370.995825442836,TRUE,TRUE
"spot0.6","singlet","PT","ENDO",FALSE,FALSE,434.345566866913,436.31702285564,TRUE,TRUE
"spot0.7","singlet","PT","VSM",FALSE,FALSE,419.663103562482,421.485912479249,TRUE,TRUE
"spot0.8","singlet","PT","ENDO",FALSE,FALSE,420.021326255443,420.165161454046,TRUE,TRUE
"spot0.9","singlet","PT","CCD",FALSE,FALSE,407.720916991794,409.341484918236,TRUE,TRUE
"spot1.0","singlet","TAL","CCD",FALSE,FALSE,253.687113934418,253.674560641848,TRUE,TRUE
"spot1.1","singlet","TAL","PT",FALSE,FALSE,329.244442139867,343.258201550772,TRUE,TRUE
"spot1.10","singlet","TAL","PT",FALSE,FALSE,307.331468607864,316.514043635524,TRUE,TRUE
"spot1.11","doublet_certain","PT","TAL",FALSE,FALSE,310.602137913497,338.048721612097,TRUE,TRUE
"spot1.12","doublet_certain","UROTHELIUM","PT",FALSE,FALSE,478.041404562988,508.249135776079,TRUE,TRUE
"spot1.13","doublet_certain","UROTHELIUM","TAL",FALSE,FALSE,460.284133166605,490.180858244672,TRUE,TRUE
"spot1.14","singlet","TAL","VSM",FALSE,FALSE,312.528012177634,324.847276655652,TRUE,TRUE
"spot1.15","singlet","VSM","TAL",FALSE,FALSE,276.211235813832,279.151877502505,TRUE,TRUE
"spot1.16","singlet","TAL","ENDO",FALSE,FALSE,287.684545489106,300.124802254347,TRUE,TRUE
"spot1.17","singlet","PT","DCT",FALSE,FALSE,424.58946535244,435.683047814188,TRUE,TRUE
"spot1.18","singlet","DCT","PT",FALSE,FALSE,338.849807982788,341.105877297945,TRUE,TRUE
"spot1.19","singlet","DCT","PT",FALSE,FALSE,366.340730685308,381.934402412294,TRUE,TRUE
"spot1.2","singlet","PT","IMMUNE",FALSE,FALSE,386.283218025895,387.534958067387,TRUE,TRUE
"spot1.20","singlet","TAL","PT",FALSE,FALSE,324.087094320061,331.133470384978,TRUE,TRUE
"spot1.21","doublet_uncertain","PT","DCT",FALSE,FALSE,362.612241079574,392.874247879212,TRUE,TRUE
"spot1.22","singlet","DCT","TAL",FALSE,FALSE,295.452477228166,304.897089077182,TRUE,TRUE
"spot1.23","singlet","TAL","DCT",FALSE,FALSE,271.534698548052,273.740176564616,TRUE,TRUE
"spot1.24","singlet","PT","TAL",FALSE,FALSE,342.751423644673,365.266044085606,TRUE,TRUE
"spot1.3","singlet","DCT","PT",FALSE,FALSE,393.175200871796,406.384093179832,TRUE,TRUE
"spot1.4","singlet","CCD","ENDO",FALSE,FALSE,326.175539334182,341.657051000617,TRUE,TRUE
"spot1.5","singlet","IMMUNE","PT",FALSE,FALSE,330.169204672909,336.094021699237,TRUE,TRUE
"spot1.6","singlet","PT","VSM",FALSE,FALSE,387.016797220975,387.083578629886,TRUE,TRUE
"spot1.7","singlet","PT","CCD",FALSE,FALSE,387.14362720583,388.612716560161,TRUE,TRUE
"spot1.8","doublet_certain","PT","TAL",FALSE,FALSE,376.245000746528,405.437495773987,TRUE,TRUE
"spot1.9","singlet","TAL","CCD",FALSE,FALSE,305.193845971788,308.074214601557,TRUE,TRUE
"spot10.0","singlet","PT","VSM",FALSE,FALSE,433.944018942712,441.457351252933,TRUE,TRUE
"spot10.1","singlet","PT","CCD",FALSE,FALSE,377.046332581426,383.678957531193,TRUE,TRUE
"spot10.10","singlet","PT","DCT",FALSE,FALSE,385.55970695581,394.470876067363,TRUE,TRUE
"spot10.11","singlet","PT","TAL",FALSE,FALSE,387.226013790653,405.943704517959,TRUE,TRUE
"spot10.12","doublet_certain","PT","UROTHELIUM",FALSE,FALSE,462.561160409954,488.213273862896,TRUE,TRUE
"spot10.13","singlet","PT","UROTHELIUM",FALSE,FALSE,432.155725601924,446.689826634211,TRUE,TRUE
"spot10.14","singlet","PT","TAL",FALSE,FALSE,405.827687131776,409.145572471721,TRUE,TRUE
"spot10.15","doublet_certain","DCT","PT",FALSE,FALSE,387.458697124067,419.857161244827,TRUE,TRUE
"spot10.16","reject","PT","TAL",FALSE,FALSE,332.88116078266,382.88116078266,TRUE,TRUE
"spot10.17","doublet_certain","TAL","PT",FALSE,FALSE,335.411612504522,361.192703999759,TRUE,TRUE
"spot10.18","singlet","CCD","PT",FALSE,FALSE,431.770465053657,444.085019283144,TRUE,TRUE
"spot10.19","reject","PT","TAL",FALSE,FALSE,277.64902852452,327.64902852452,TRUE,TRUE
"spot10.2","singlet","CCD","PT",FALSE,FALSE,357.854318079115,358.437503177593,TRUE,TRUE
"spot10.20","reject","IMMUNE","TAL",FALSE,FALSE,343.983407948029,393.983407948029,TRUE,TRUE
"spot10.21","doublet_uncertain","VSM","CCD",FALSE,FALSE,336.576208604433,369.610531750312,TRUE,TRUE
"spot10.22","doublet_certain","PT","TAL",FALSE,FALSE,354.896258794083,382.364977614611,TRUE,TRUE
"spot10.23","singlet","DCT","ENDO",FALSE,FALSE,296.849576917739,313.826675522726,TRUE,TRUE
"spot10.24","singlet","ENDO","TAL",FALSE,FALSE,269.477857732505,282.631606305113,TRUE,TRUE
"spot10.3","singlet","PT","TAL",FALSE,FALSE,334.579676542076,350.452625610258,TRUE,TRUE
"spot10.4","singlet","PT","ENDO",FALSE,FALSE,364.837390685094,376.597575902956,TRUE,TRUE
"spot10.5","doublet_certain","CCD","PT",FALSE,FALSE,417.537023450542,453.942149331162,TRUE,TRUE
"spot10.6","singlet","VSM","PT",FALSE,FALSE,345.536032885796,368.33766501117,TRUE,TRUE
"spot10.7","singlet","PT","ENDO",FALSE,FALSE,439.735468539625,453.978045669092,TRUE,TRUE
"spot10.8","singlet","PT","DCT",FALSE,FALSE,406.622105649839,425.55328493975,TRUE,TRUE
"spot10.9","singlet","DCT","PT",FALSE,FALSE,353.808714873159,373.953751210198,TRUE,TRUE
"spot11.0","singlet","PT","DCT",FALSE,FALSE,370.732893151629,371.156444499707,TRUE,TRUE
"spot11.1","singlet","CCD","VSM",FALSE,FALSE,407.789771026981,421.433009722182,TRUE,TRUE
"spot11.10","singlet","VSM","TAL",FALSE,FALSE,322.961151353496,331.353316521648,TRUE,TRUE
"spot11.11","singlet","PT","VSM",FALSE,FALSE,406.858156466614,413.899770354442,TRUE,TRUE
"spot11.12","singlet","PT","DCT",FALSE,FALSE,405.90114175676,418.184443741812,TRUE,TRUE
"spot11.13","singlet","PT","CCD",FALSE,FALSE,355.826752932294,357.623383005802,TRUE,TRUE
"spot11.14","singlet","PT","VSM",FALSE,FALSE,398.697872164811,421.226370200585,TRUE,TRUE
"spot11.15","singlet","PT","DCT",FALSE,FALSE,408.578362267641,410.892042390635,TRUE,TRUE
"spot11.16","singlet","TAL","PT",FALSE,FALSE,338.756306608191,359.16063947583,TRUE,TRUE
"spot11.17","singlet","CCD","TAL",FALSE,FALSE,305.00051996304,326.941796332142,TRUE,TRUE
"spot11.18","singlet","PT","CCD",FALSE,FALSE,376.696765842988,390.228598279054,TRUE,TRUE
"spot11.19","singlet","TAL","PT",FALSE,FALSE,311.323506930279,329.827004106196,TRUE,TRUE
"spot11.2","singlet","VSM","PT",FALSE,FALSE,313.951783253792,330.060304185103,TRUE,TRUE
"spot11.20","singlet","PT","DCT",FALSE,FALSE,344.160322200786,344.628461093468,TRUE,TRUE
"spot11.21","singlet","PT","ENDO",FALSE,FALSE,338.303590870549,339.296245368398,TRUE,TRUE
"spot11.22","singlet","PT","TAL",FALSE,FALSE,389.05812789329,393.579113101202,TRUE,TRUE
"spot11.23","singlet","TAL","ENDO",FALSE,FALSE,269.548163529337,284.699012349446,TRUE,TRUE
"spot11.24","singlet","VSM","IMMUNE",FALSE,FALSE,257.995043769835,260.449976717023,TRUE,TRUE
"spot11.3","singlet","PT","CCD",FALSE,FALSE,377.708810644266,396.408243887823,TRUE,TRUE
"spot11.4","singlet","PT","ENDO",FALSE,FALSE,430.534402914275,433.703890186614,TRUE,TRUE
"spot11.5","singlet","PT","DCT",FALSE,FALSE,363.576229277379,388.128095013285,TRUE,TRUE
"spot11.6","singlet","CCD","ENDO",FALSE,FALSE,319.85640337257,323.446491220975,TRUE,TRUE
"spot11.7","doublet_certain","PT","DCT",FALSE,FALSE,383.565094561877,420.294231625722,TRUE,TRUE
"spot11.8","doublet_uncertain","PT","IMMUNE",FALSE,FALSE,341.609034283485,369.089551239148,TRUE,TRUE
"spot11.9","doublet_certain","PT","TAL",FALSE,FALSE,355.152277787876,391.082640440974,TRUE,TRUE
"spot12.0","singlet","PT","DCT",FALSE,FALSE,405.431851229833,427.219094227473,TRUE,TRUE
"spot12.1","singlet","DCT","PT",FALSE,FALSE,359.958380148061,365.173580121435,TRUE,TRUE
"spot12.10","singlet","VSM","DCT",FALSE,FALSE,258.453285003717,280.012192037626,TRUE,TRUE
"spot12.11","singlet","DCT","PT",FALSE,FALSE,387.591464751443,401.445654907614,TRUE,TRUE
"spot12.12","singlet","ENDO","CCD",FALSE,FALSE,250.472097916281,262.303373788764,TRUE,TRUE
"spot12.13","singlet","PT","ENDO",FALSE,FALSE,387.739351192935,401.359649038592,TRUE,TRUE
"spot12.14","doublet_certain","VSM","PT",FALSE,FALSE,347.854204365746,384.031478096323,TRUE,TRUE
"spot12.15","singlet","PT","TAL",FALSE,FALSE,389.428869476708,399.550396565722,TRUE,TRUE
"spot12.16","singlet","TAL","IMMUNE",FALSE,FALSE,269.743063157295,271.007618125553,TRUE,TRUE
"spot12.17","singlet","CCD","TAL",FALSE,FALSE,369.095268630564,376.38107393181,TRUE,TRUE
"spot12.18","singlet","PT","CCD",FALSE,FALSE,439.210787450285,441.65125837542,TRUE,TRUE
"spot12.19","singlet","PT","DCT",FALSE,FALSE,367.128888183486,370.330814970487,TRUE,TRUE
"spot12.2","singlet","PT","DCT",FALSE,FALSE,380.973284339323,384.46783575694,TRUE,TRUE
"spot12.20","doublet_certain","PT","TAL",FALSE,FALSE,380.612785154416,412.861178944313,TRUE,TRUE
"spot12.21","singlet","VSM","PT",FALSE,FALSE,254.46870119307,263.075946033381,TRUE,TRUE
"spot12.22","singlet","PT","DCT",FALSE,FALSE,376.387393350697,401.373017903909,TRUE,TRUE
"spot12.23","reject","DCT","TAL",FALSE,FALSE,317.713982871381,367.713982871381,TRUE,TRUE
"spot12.24","singlet","TAL","VSM",FALSE,FALSE,288.974008174471,308.74307924239,TRUE,TRUE
"spot12.3","singlet","PT","CCD",FALSE,FALSE,400.278076691264,402.834812359239,TRUE,TRUE
"spot12.4","singlet","PT","DCT",FALSE,FALSE,407.37042695652,424.28095780824,TRUE,TRUE
"spot12.5","singlet","DCT","ENDO",FALSE,FALSE,274.96099855293,297.211022551424,TRUE,TRUE
"spot12.6","singlet","ENDO","DCT",FALSE,FALSE,246.588475011672,258.609171392484,TRUE,TRUE
"spot12.7","singlet","PT","DCT",FALSE,FALSE,391.525732770805,412.868377021383,TRUE,TRUE
"spot12.8","doublet_certain","PT","ENDO",FALSE,FALSE,320.189864085317,350.742710906453,TRUE,TRUE
"spot12.9","singlet","PT","DCT",FALSE,FALSE,350.710459463045,365.011999332468,TRUE,TRUE
"spot13.0","singlet","PT","DCT",FALSE,FALSE,374.472663364864,390.305716170051,TRUE,TRUE
"spot13.1","doublet_certain","DCT","PT",FALSE,FALSE,409.186051071002,443.814437597014,TRUE,TRUE
"spot13.10","doublet_certain","PT","DCT",FALSE,FALSE,398.264626098043,426.360992002128,TRUE,TRUE
"spot13.11","doublet_certain","CCD","PT",FALSE,FALSE,406.964593979738,432.893784443245,TRUE,TRUE
"spot13.12","singlet","CCD","UROTHELIUM",FALSE,FALSE,353.445871770684,357.03820872397,TRUE,TRUE
"spot13.13","singlet","PT","ENDO",FALSE,FALSE,348.639467800146,359.322770246705,TRUE,TRUE
"spot13.14","doublet_certain","ENDO","PT",FALSE,FALSE,331.822627964285,364.058931915029,TRUE,TRUE
"spot13.15","singlet","TAL","PT",FALSE,FALSE,324.237797768652,327.339308993122,TRUE,TRUE
