"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","PT","DCT",FALSE,FALSE,385.709221669233,386.195440642204,TRUE,TRUE
"spot0.1","singlet","PT","UROTHELIUM",FALSE,FALSE,413.024442037022,414.130529362947,TRUE,TRUE
"spot0.10","singlet","TAL","PODS",FALSE,FALSE,291.495038327008,307.158547769048,TRUE,TRUE
"spot0.11","singlet","PT","PODS",FALSE,FALSE,348.545672346365,357.384977442937,TRUE,TRUE
"spot0.12","singlet","PT","TAL",FALSE,FALSE,430.636380507393,441.210889368434,TRUE,TRUE
"spot0.13","singlet","TAL","PT",FALSE,FALSE,344.730370986415,351.185197705568,TRUE,TRUE
"spot0.14","singlet","TAL","CCD",FALSE,FALSE,222.480174728483,222.475411834672,TRUE,TRUE
"spot0.15","singlet","PT","TAL",FALSE,FALSE,388.480209167469,389.936457250341,TRUE,TRUE
"spot0.16","singlet","PT","PODS",FALSE,FALSE,366.469606125243,366.946245116869,TRUE,TRUE
"spot0.17","singlet","ENDO","TAL",FALSE,FALSE,245.329404207448,247.73848053672,TRUE,TRUE
"spot0.18","singlet","CCD","ENDO",FALSE,FALSE,335.173961697177,339.956946451643,TRUE,TRUE
"spot0.19","singlet","PT","TAL",FALSE,FALSE,409.153444777053,428.414023925898,TRUE,TRUE
"spot0.2","singlet","PT","ENDO",FALSE,FALSE,420.259588099604,421.256059030836,TRUE,TRUE
"spot0.20","singlet","PT","TAL",FALSE,FALSE,362.041596231098,383.02736168122,TRUE,TRUE
"spot0.21","singlet","PT","TAL",FALSE,FALSE,408.814327469167,410.618177533074,TRUE,TRUE
"spot0.22","singlet","PT","CCD",FALSE,FALSE,406.241299935958,412.144192681253,TRUE,TRUE
"spot0.23","singlet","CCD","PT",FALSE,FALSE,386.953995494273,389.347316303544,TRUE,TRUE
"spot0.24","singlet","CCD","PT",FALSE,FALSE,344.171792799591,346.254048948004,TRUE,TRUE
"spot0.3","singlet","PT","PODS",FALSE,FALSE,415.023044911426,417.662674885722,TRUE,TRUE
"spot0.4","singlet","PT","DCT",FALSE,FALSE,397.373740126305,406.87905017083,TRUE,TRUE
"spot0.5","singlet","PT","DCT",FALSE,FALSE,388.184265717911,404.074935606099,TRUE,TRUE
"spot0.6","singlet","PT","VSM",FALSE,FALSE,325.222481734333,334.970741690322,TRUE,TRUE
"spot0.7","singlet","VSM","TAL",FALSE,FALSE,264.433871680502,285.492934885523,TRUE,TRUE
