"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","TAL","ENDO",FALSE,FALSE,262.32521772043,262.758144711773,TRUE,TRUE
"spot0.1","singlet","TAL","CCD",FALSE,FALSE,265.722814608564,266.028293470457,TRUE,TRUE
"spot0.10","singlet","TAL","CCD",FALSE,FALSE,311.232273238275,315.337210444989,TRUE,TRUE
"spot0.11","singlet","CCD","TAL",FALSE,FALSE,342.622245529687,364.835709665045,TRUE,TRUE
"spot0.12","reject","ENDO","TAL",FALSE,FALSE,328.570328811475,378.570328811475,TRUE,TRUE
"spot0.13","singlet","PT","TAL",FALSE,FALSE,388.660157792872,409.78245006991,TRUE,TRUE
"spot0.14","singlet","TAL","PT",FALSE,FALSE,303.506349566545,306.706761208666,TRUE,TRUE
"spot0.15","singlet","PT","TAL",FALSE,FALSE,379.452256902015,393.599879419239,TRUE,TRUE
"spot0.16","singlet","DCT","CCD",FALSE,FALSE,331.116870903368,332.988054775131,TRUE,TRUE
"spot0.17","singlet","TAL","VSM",FALSE,FALSE,266.871477494156,272.064169720335,TRUE,TRUE
"spot0.18","singlet","PT","VSM",FALSE,FALSE,381.287843033314,384.793300010283,TRUE,TRUE
"spot0.19","singlet","ENDO","PT",FALSE,FALSE,300.728765204826,313.400994541421,TRUE,TRUE
"spot0.2","singlet","CCD","ENDO",FALSE,FALSE,312.492268221887,325.208278856077,TRUE,TRUE
"spot0.20","singlet","PT","ENDO",FALSE,FALSE,323.773624617705,340.896003364879,TRUE,TRUE
"spot0.21","singlet","PT","DCT",FALSE,FALSE,380.689898583013,381.023459970365,TRUE,TRUE
"spot0.22","singlet","PT","TAL",FALSE,FALSE,399.816664164138,400.234357608144,TRUE,TRUE
"spot0.23","singlet","CCD","PT",FALSE,FALSE,326.565654598285,348.220025824974,TRUE,TRUE
"spot0.24","singlet","CCD","PT",FALSE,FALSE,379.70085282258,385.522558110421,TRUE,TRUE
"spot0.3","singlet","CCD","PT",FALSE,FALSE,342.692399360862,349.81455046226,TRUE,TRUE
"spot0.4","singlet","VSM","IMMUNE",FALSE,FALSE,387.282582572297,409.138300321312,TRUE,TRUE
"spot0.5","singlet","PT","TAL",FALSE,FALSE,330.697262127079,339.517615513665,TRUE,TRUE
"spot0.6","singlet","PT","TAL",FALSE,FALSE,402.016788924324,402.840069452728,TRUE,TRUE
"spot0.7","singlet","PT","TAL",FALSE,FALSE,424.002497442218,435.281742398906,TRUE,TRUE
"spot0.8","singlet","PT","CCD",FALSE,FALSE,395.609410113825,395.595136337339,TRUE,TRUE
"spot0.9","singlet","DCT","PT",FALSE,FALSE,345.509308598055,364.667060887913,TRUE,TRUE
"spot1.0","singlet","TAL","PT",FALSE,FALSE,303.050511636574,325.005021713254,TRUE,TRUE
"spot1.1","singlet","TAL","VSM",FALSE,FALSE,267.316309854106,267.572242778721,TRUE,TRUE
"spot1.10","singlet","ENDO","PT",FALSE,FALSE,296.265702733119,317.021857336276,TRUE,TRUE
"spot1.11","singlet","PT","CCD",FALSE,FALSE,392.95719349763,412.300246972284,TRUE,TRUE
"spot1.12","singlet","CCD","ENDO",FALSE,FALSE,321.328380483606,336.362849962631,TRUE,TRUE
