"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","PT","ENDO",FALSE,FALSE,380.3160524677,381.214777851743,TRUE,TRUE
"spot0.1","doublet_certain","PT","TAL",FALSE,FALSE,383.431486901324,418.541139451805,TRUE,TRUE
"spot0.10","singlet","PT","CCD",FALSE,FALSE,390.383520600194,398.339046723468,TRUE,TRUE
"spot0.11","singlet","PT","DCT",FALSE,FALSE,430.381173390747,430.875696634948,TRUE,TRUE
"spot0.12","singlet","DCT","PT",FALSE,FALSE,375.238010412795,394.599030174375,TRUE,TRUE
"spot0.13","singlet","TAL","IMMUNE",FALSE,FALSE,236.598412122128,237.040693835763,TRUE,TRUE
"spot0.14","singlet","DCT","TAL",FALSE,FALSE,300.200283885046,303.383522284065,TRUE,TRUE
"spot0.15","singlet","DCT","VSM",FALSE,FALSE,320.957235255771,341.73294782985,TRUE,TRUE
"spot0.16","singlet","PT","ENDO",FALSE,FALSE,337.203377740808,352.261127841113,TRUE,TRUE
"spot0.17","singlet","PT","CCD",FALSE,FALSE,450.496667281506,450.4859735433,TRUE,TRUE
"spot0.18","singlet","PT","ENDO",FALSE,FALSE,446.591776373247,466.159277808099,TRUE,TRUE
"spot0.19","singlet","DCT","PT",FALSE,FALSE,287.717975270035,289.994191256042,TRUE,TRUE
"spot0.2","singlet","PT","TAL",FALSE,FALSE,440.846889859748,449.545942031094,TRUE,TRUE
"spot0.20","singlet","TAL","DCT",FALSE,FALSE,277.395253289433,285.209722782217,TRUE,TRUE
"spot0.21","singlet","PT","TAL",FALSE,FALSE,401.686316031059,421.613834045896,TRUE,TRUE
"spot0.22","singlet","PT","TAL",FALSE,FALSE,402.220143197101,403.911453048542,TRUE,TRUE
"spot0.23","singlet","PT","DCT",FALSE,FALSE,456.435510489049,469.90792098851,TRUE,TRUE
"spot0.24","singlet","DCT","VSM",FALSE,FALSE,298.705235928649,323.191389384413,TRUE,TRUE
"spot0.3","singlet","PT","IMMUNE",FALSE,FALSE,379.338449841183,395.689576733633,TRUE,TRUE
"spot0.4","singlet","CCD","IMMUNE",FALSE,FALSE,359.664738015773,375.361753714693,TRUE,TRUE
"spot0.5","singlet","IMMUNE","CCD",FALSE,FALSE,395.828663740054,405.642499058298,TRUE,TRUE
"spot0.6","singlet","IMMUNE","PT",FALSE,FALSE,448.730951192398,473.385141424925,TRUE,TRUE
"spot0.7","singlet","PT","TAL",FALSE,FALSE,338.751175633875,355.161598100183,TRUE,TRUE
"spot0.8","singlet","TAL","DCT",FALSE,FALSE,299.662965528606,312.184756075563,TRUE,TRUE
