"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","PT","TAL",FALSE,FALSE,442.520067601785,443.894718876108,TRUE,TRUE
"spot0.1","singlet","PT","TAL",FALSE,FALSE,354.760979682043,371.724999069097,TRUE,TRUE
"spot0.10","singlet","TAL","CCD",FALSE,FALSE,257.870707419196,260.899351939704,TRUE,TRUE
"spot0.11","doublet_certain","PT","TAL",FALSE,FALSE,412.065295172253,446.054093411097,TRUE,TRUE
"spot0.12","singlet","PT","CCD",FALSE,FALSE,386.527209360299,386.516540805675,TRUE,TRUE
"spot0.13","singlet","PT","TAL",FALSE,FALSE,395.73049130109,396.773969757496,TRUE,TRUE
"spot0.14","singlet","PT","CCD",FALSE,FALSE,355.248512252075,356.169683519328,TRUE,TRUE
"spot0.15","singlet","PT","DCT",FALSE,FALSE,425.179309162658,427.158489618512,TRUE,TRUE
"spot0.16","singlet","PT","DCT",FALSE,FALSE,405.899527228959,417.564262682874,TRUE,TRUE
"spot0.17","singlet","DCT","PT",FALSE,FALSE,325.831722539649,345.689968465136,TRUE,TRUE
"spot0.18","singlet","DCT","PT",FALSE,FALSE,301.65841152024,320.92585665776,TRUE,TRUE
"spot0.19","singlet","ENDO","TAL",FALSE,FALSE,274.589493386624,286.304480412509,TRUE,TRUE
"spot0.2","singlet","PT","TAL",FALSE,FALSE,394.460450004275,412.55453919212,TRUE,TRUE
"spot0.20","singlet","PT","ENDO",FALSE,FALSE,384.404015731804,393.532858301258,TRUE,TRUE
"spot0.21","singlet","PT","TAL",FALSE,FALSE,400.533935909988,423.687778658334,TRUE,TRUE
"spot0.22","singlet","TAL","ENDO",FALSE,FALSE,308.023739238587,311.733427426196,TRUE,TRUE
"spot0.23","singlet","TAL","ENDO",FALSE,FALSE,280.54113187219,296.977440147399,TRUE,TRUE
"spot0.24","singlet","PT","ENDO",FALSE,FALSE,354.752621785846,361.085351094531,TRUE,TRUE
"spot0.3","singlet","PT","DCT",FALSE,FALSE,381.994816741278,391.203698414925,TRUE,TRUE
"spot0.4","singlet","DCT","PT",FALSE,FALSE,344.925671309462,345.479206180429,TRUE,TRUE
"spot0.5","singlet","DCT","CCD",FALSE,FALSE,285.924310988706,288.143286526098,TRUE,TRUE
"spot0.6","singlet","PT","DCT",FALSE,FALSE,430.091394043245,430.674497213633,TRUE,TRUE
"spot0.7","doublet_certain","PT","DCT",FALSE,FALSE,396.22526662421,431.004198169955,TRUE,TRUE
"spot0.8","singlet","VSM","TAL",FALSE,FALSE,280.523833096714,293.552100767497,TRUE,TRUE
"spot0.9","doublet_certain","TAL","PT",FALSE,FALSE,351.128069821184,380.451017439918,TRUE,TRUE
"spot1.0","doublet_certain","TAL","PT",FALSE,FALSE,319.937799296946,350.093937103524,TRUE,TRUE
"spot1.1","singlet","CCD","PT",FALSE,FALSE,378.585810153065,397.611188327849,TRUE,TRUE
"spot1.10","reject","DCT","TAL",FALSE,FALSE,319.829365289778,369.829365289778,TRUE,TRUE
"spot1.11","singlet","PT","VSM",FALSE,FALSE,336.34491979734,336.98214238192,TRUE,TRUE
"spot1.12","singlet","PT","PODS",FALSE,FALSE,367.677473734563,368.841838462909,TRUE,TRUE
"spot1.13","singlet","PT","TAL",FALSE,FALSE,402.729980911586,404.368764144214,TRUE,TRUE
"spot1.14","singlet","PT","ENDO",FALSE,FALSE,455.520905038816,458.722084578258,TRUE,TRUE
"spot1.15","singlet","PT","TAL",FALSE,FALSE,385.857028671056,387.254687406145,TRUE,TRUE
"spot1.16","singlet","PT","DCT",FALSE,FALSE,346.740985602658,364.627591587798,TRUE,TRUE
"spot1.17","doublet_uncertain","PT","TAL",FALSE,FALSE,341.330234009514,368.636034625556,TRUE,TRUE
"spot1.18","singlet","PT","PODS",FALSE,FALSE,397.997798132291,399.02862962753,TRUE,TRUE
"spot1.19","singlet","DCT","ENDO",FALSE,FALSE,257.654573830261,282.352645094865,TRUE,TRUE
"spot1.2","singlet","PT","CCD",FALSE,FALSE,375.278923951239,387.361145925801,TRUE,TRUE
"spot1.20","singlet","PT","DCT",FALSE,FALSE,345.930086063255,359.2221208335,TRUE,TRUE
"spot1.21","singlet","PT","VSM",FALSE,FALSE,413.163983292303,427.342370967967,TRUE,TRUE
"spot1.22","singlet","TAL","PT",FALSE,FALSE,312.055329825045,319.629317115405,TRUE,TRUE
"spot1.23","singlet","TAL","ENDO",FALSE,FALSE,283.623642996242,295.550911732487,TRUE,TRUE
"spot1.24","singlet","ENDO","VSM",FALSE,FALSE,231.599967126434,232.043458329505,TRUE,TRUE
"spot1.3","singlet","PT","VSM",FALSE,FALSE,406.358970738873,427.836711162026,TRUE,TRUE
"spot1.4","reject","DCT","IMMUNE",FALSE,FALSE,326.713592097887,376.713592097887,TRUE,TRUE
"spot1.5","doublet_certain","IMMUNE","DCT",FALSE,FALSE,342.277907258312,369.623779947625,TRUE,TRUE
"spot1.6","singlet","PT","CCD",FALSE,FALSE,405.190164150674,424.004478219765,TRUE,TRUE
"spot1.7","singlet","PT","TAL",FALSE,FALSE,380.142545703734,404.134227949536,TRUE,TRUE
"spot1.8","singlet","TAL","UROTHELIUM",FALSE,FALSE,280.500041905829,282.632193366744,TRUE,TRUE
"spot1.9","singlet","DCT","CCD",FALSE,FALSE,302.002389129108,301.999433262905,TRUE,TRUE
"spot10.0","reject","TAL","VSM",FALSE,FALSE,311.766127096234,361.766127096234,TRUE,TRUE
"spot10.1","doublet_uncertain","PT","TAL",FALSE,FALSE,360.409935446735,392.752233212405,TRUE,TRUE
"spot10.10","singlet","PT","TAL",FALSE,FALSE,319.289689235186,327.23632718046,TRUE,TRUE
"spot10.11","singlet","PT","TAL",FALSE,FALSE,361.696537816564,379.639834967654,TRUE,TRUE
"spot10.12","doublet_certain","PT","CCD",FALSE,FALSE,444.30548924694,476.650094972527,TRUE,TRUE
"spot10.13","doublet_certain","PT","CCD",FALSE,FALSE,410.246472009153,441.424180971985,TRUE,TRUE
"spot10.14","singlet","PT","CCD",FALSE,FALSE,414.414554443713,414.403865072251,TRUE,TRUE
"spot10.15","singlet","PT","DCT",FALSE,FALSE,361.690562902028,384.010035865134,TRUE,TRUE
"spot10.16","doublet_certain","DCT","PT",FALSE,FALSE,340.439672314717,372.452951791073,TRUE,TRUE
"spot10.17","singlet","PT","TAL",FALSE,FALSE,430.78595684676,433.648284609463,TRUE,TRUE
"spot10.18","doublet_certain","PT","TAL",FALSE,FALSE,366.257415337036,407.824425140252,TRUE,TRUE
"spot10.19","singlet","PT","TAL",FALSE,FALSE,403.636691718085,414.039049133787,TRUE,TRUE
