"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","DCT","ENDO",FALSE,FALSE,322.616664905679,335.262472114974,TRUE,TRUE
"spot0.1","singlet","DCT","PT",FALSE,FALSE,334.789322418823,343.00111073256,TRUE,TRUE
"spot0.10","doublet_certain","PT","TAL",FALSE,FALSE,394.184441289219,419.57639394335,TRUE,TRUE
"spot0.11","singlet","PT","DCT",FALSE,FALSE,421.736706822947,422.376242394022,TRUE,TRUE
"spot0.12","singlet","PT","DCT",FALSE,FALSE,389.476175947906,401.986649898357,TRUE,TRUE
"spot0.13","singlet","DCT","PT",FALSE,FALSE,376.770794920577,387.831385944859,TRUE,TRUE
"spot0.14","singlet","VSM","DCT",FALSE,FALSE,297.054539479369,305.527920301317,TRUE,TRUE
"spot0.15","reject","DCT","TAL",FALSE,FALSE,326.512611374012,376.512611374012,TRUE,TRUE
"spot0.16","reject","DCT","IMMUNE",FALSE,FALSE,316.248159676418,366.248159676418,TRUE,TRUE
"spot0.17","reject","ENDO","TAL",FALSE,FALSE,318.586315915356,368.586315915356,TRUE,TRUE
"spot0.18","singlet","CCD","TAL",FALSE,FALSE,372.285314306471,377.702447522402,TRUE,TRUE
"spot0.19","singlet","CCD","PODS",FALSE,FALSE,416.387001655234,417.915071170258,TRUE,TRUE
"spot0.2","singlet","TAL","PT",FALSE,FALSE,306.990194471757,315.867893829996,TRUE,TRUE
"spot0.20","reject","CCD","ENDO",FALSE,FALSE,324.990926099327,374.990926099327,TRUE,TRUE
"spot0.21","singlet","ENDO","UROTHELIUM",FALSE,FALSE,206.425300724268,206.659315165766,TRUE,TRUE
"spot0.22","singlet","ENDO","PT",FALSE,FALSE,262.536305921244,272.645964718646,TRUE,TRUE
"spot0.23","singlet","ENDO","TAL",FALSE,FALSE,243.578561304906,254.247226023028,TRUE,TRUE
"spot0.24","singlet","ENDO","PT",FALSE,FALSE,307.147301907091,328.32574353585,TRUE,TRUE
"spot0.3","singlet","TAL","DCT",FALSE,FALSE,330.085973213596,330.65484405914,TRUE,TRUE
"spot0.4","singlet","PT","TAL",FALSE,FALSE,382.373806749331,387.114795727529,TRUE,TRUE
"spot0.5","singlet","PT","PODS",FALSE,FALSE,410.057765828078,411.387939578663,TRUE,TRUE
"spot0.6","singlet","PT","TAL",FALSE,FALSE,424.871977341512,425.636971289699,TRUE,TRUE
"spot0.7","singlet","CCD","PT",FALSE,FALSE,401.976600961292,415.373199464002,TRUE,TRUE
"spot0.8","singlet","PT","TAL",FALSE,FALSE,416.277645090304,420.068866313006,TRUE,TRUE
"spot0.9","singlet","TAL","PT",FALSE,FALSE,349.39491640887,369.485862332499,TRUE,TRUE
"spot1.0","singlet","DCT","ENDO",FALSE,FALSE,358.387594629353,375.214928589085,TRUE,TRUE
"spot1.1","singlet","PT","DCT",FALSE,FALSE,374.936677755916,383.570834895063,TRUE,TRUE
"spot1.10","reject","PT","TAL",FALSE,FALSE,302.844403344402,352.844403344402,TRUE,TRUE
"spot1.11","singlet","PT","TAL",FALSE,FALSE,391.199637792243,400.962657642137,TRUE,TRUE
"spot1.12","doublet_certain","PT","DCT",FALSE,FALSE,388.548488185581,419.400767142496,TRUE,TRUE
"spot1.13","singlet","PT","DCT",FALSE,FALSE,450.339691008853,462.883483019288,TRUE,TRUE
"spot1.14","singlet","DCT","PT",FALSE,FALSE,323.753732463668,326.266330247147,TRUE,TRUE
"spot1.15","singlet","DCT","TAL",FALSE,FALSE,335.165746530029,339.529195231846,TRUE,TRUE
"spot1.16","singlet","PT","DCT",FALSE,FALSE,388.989526683849,413.272859887088,TRUE,TRUE
"spot1.17","singlet","TAL","PT",FALSE,FALSE,314.385372931173,325.515364906381,TRUE,TRUE
"spot1.18","singlet","TAL","VSM",FALSE,FALSE,281.200640527288,290.542642832596,TRUE,TRUE
"spot1.19","doublet_certain","PT","VSM",FALSE,FALSE,317.334804043949,346.069592212351,TRUE,TRUE
"spot1.2","singlet","PT","ENDO",FALSE,FALSE,373.303716724345,397.90700799783,TRUE,TRUE
"spot1.20","singlet","TAL","PT",FALSE,FALSE,339.378327887404,353.323493718116,TRUE,TRUE
"spot1.21","singlet","PT","TAL",FALSE,FALSE,359.763907844919,382.564089874321,TRUE,TRUE
"spot1.22","singlet","PT","DCT",FALSE,FALSE,397.770975173995,407.934494025214,TRUE,TRUE
"spot1.23","singlet","DCT","PT",FALSE,FALSE,323.332007426102,336.340001090066,TRUE,TRUE
"spot1.24","singlet","PT","TAL",FALSE,FALSE,393.285865301617,417.261530369912,TRUE,TRUE
"spot1.3","singlet","PT","TAL",FALSE,FALSE,375.027282195512,391.95534659766,TRUE,TRUE
"spot1.4","singlet","DCT","ENDO",FALSE,FALSE,351.359485204911,371.596643345127,TRUE,TRUE
"spot1.5","singlet","ENDO","PT",FALSE,FALSE,269.565650093099,290.663166188888,TRUE,TRUE
"spot1.6","singlet","PT","TAL",FALSE,FALSE,396.554657619289,399.36182157657,TRUE,TRUE
"spot1.7","singlet","PT","CCD",FALSE,FALSE,395.415883958495,399.69532333965,TRUE,TRUE
"spot1.8","singlet","PT","TAL",FALSE,FALSE,387.743091206156,411.995145177504,TRUE,TRUE
"spot1.9","singlet","PT","TAL",FALSE,FALSE,405.318063874545,429.454688172427,TRUE,TRUE
"spot10.0","singlet","DCT","TAL",FALSE,FALSE,345.532826456547,353.126432697933,TRUE,TRUE
"spot10.1","singlet","PT","DCT",FALSE,FALSE,411.943767489899,413.12154834242,TRUE,TRUE
"spot10.10","doublet_uncertain","ENDO","DCT",FALSE,FALSE,251.777250722432,284.463463500495,TRUE,TRUE
"spot10.11","doublet_certain","DCT","ENDO",FALSE,FALSE,270.276686794829,297.048993560303,TRUE,TRUE
"spot10.12","singlet","DCT","TAL",FALSE,FALSE,302.190923170317,310.845249241015,TRUE,TRUE
"spot10.13","singlet","ENDO","TAL",FALSE,FALSE,210.794091969988,220.501598887596,TRUE,TRUE
"spot10.14","singlet","DCT","ENDO",FALSE,FALSE,339.379396030196,346.608177699906,TRUE,TRUE
"spot10.15","doublet_uncertain","ENDO","DCT",FALSE,FALSE,308.266084264559,340.955421437767,TRUE,TRUE
"spot10.16","singlet","ENDO","TAL",FALSE,FALSE,260.777931833902,272.044622297766,TRUE,TRUE
"spot10.17","singlet","TAL","ENDO",FALSE,FALSE,328.456562668578,344.308197451359,TRUE,TRUE
"spot10.18","doublet_certain","VSM","TAL",FALSE,FALSE,344.244745311198,380.000492085222,TRUE,TRUE
"spot10.19","reject","DCT","PT",FALSE,FALSE,388.991614120426,438.991614120426,TRUE,TRUE
"spot10.2","doublet_certain","PT","ENDO",FALSE,FALSE,323.460464952241,355.657654030994,TRUE,TRUE
"spot10.20","singlet","DCT","PODS",FALSE,FALSE,350.90261837719,355.114221194883,TRUE,TRUE
"spot10.21","singlet","DCT","PT",FALSE,FALSE,329.216771838861,336.860090977803,TRUE,TRUE
"spot10.22","doublet_certain","PT","TAL",FALSE,FALSE,354.659288496879,388.415716645363,TRUE,TRUE
"spot10.23","singlet","PT","ENDO",FALSE,FALSE,372.847304282882,384.547493226519,TRUE,TRUE
"spot10.24","singlet","PT","TAL",FALSE,FALSE,405.436703663803,405.878702183059,TRUE,TRUE
"spot10.3","singlet","PT","DCT",FALSE,FALSE,378.201476360794,386.090800646175,TRUE,TRUE
"spot10.4","singlet","UROTHELIUM","VSM",FALSE,FALSE,423.428022047896,437.592790564666,TRUE,TRUE
"spot10.5","singlet","ENDO","DCT",FALSE,FALSE,282.14281235607,299.524469387471,TRUE,TRUE
"spot10.6","singlet","DCT","ENDO",FALSE,FALSE,260.294917152077,270.233444238417,TRUE,TRUE
"spot10.7","doublet_uncertain","PT","TAL",FALSE,FALSE,346.646512851882,382.107567591334,TRUE,TRUE
"spot10.8","singlet","PT","TAL",FALSE,FALSE,393.798251179144,396.39985559943,TRUE,TRUE
"spot10.9","singlet","DCT","TAL",FALSE,FALSE,288.590898886364,292.29665824445,TRUE,TRUE
"spot11.0","singlet","TAL","VSM",FALSE,FALSE,308.548452850662,310.709255123039,TRUE,TRUE
"spot11.1","singlet","PT","ENDO",FALSE,FALSE,383.584091260857,388.377883696096,TRUE,TRUE
"spot11.10","singlet","ENDO","VSM",FALSE,FALSE,245.237864784724,257.031826772743,TRUE,TRUE
"spot11.11","doublet_certain","PT","ENDO",FALSE,FALSE,387.339156473223,415.746944721102,TRUE,TRUE
"spot11.12","singlet","PT","TAL",FALSE,FALSE,393.549342785555,397.087045961953,TRUE,TRUE
"spot11.13","singlet","PT","TAL",FALSE,FALSE,393.56117145599,404.879787367182,TRUE,TRUE
"spot11.14","singlet","ENDO","PT",FALSE,FALSE,316.580093213137,330.509184219473,TRUE,TRUE
"spot11.15","singlet","ENDO","DCT",FALSE,FALSE,256.133207470833,264.877127243826,TRUE,TRUE
"spot11.16","singlet","ENDO","PODS",FALSE,FALSE,228.145349883842,229.460074105317,TRUE,TRUE
"spot11.17","singlet","PT","TAL",FALSE,FALSE,307.631643522272,332.48352694719,TRUE,TRUE
"spot11.18","singlet","PT","VSM",FALSE,FALSE,401.291403795328,405.66633842889,TRUE,TRUE
"spot11.19","singlet","VSM","DCT",FALSE,FALSE,259.153028603934,265.182412011428,TRUE,TRUE
"spot11.2","doublet_certain","CCD","ENDO",FALSE,FALSE,306.541077060733,336.605097951701,TRUE,TRUE
"spot11.20","singlet","PT","VSM",FALSE,FALSE,388.418898598643,388.975503674924,TRUE,TRUE
"spot11.21","singlet","DCT","PT",FALSE,FALSE,338.026388959988,357.494930480885,TRUE,TRUE
"spot11.22","doublet_certain","PT","TAL",FALSE,FALSE,368.362686931833,400.824811347959,TRUE,TRUE
"spot11.23","singlet","PT","DCT",FALSE,FALSE,447.980798955887,453.328847098531,TRUE,TRUE
"spot11.24","singlet","PT","CCD",FALSE,FALSE,383.731675623685,383.719086206468,TRUE,TRUE
"spot11.3","singlet","CCD","ENDO",FALSE,FALSE,372.738976533766,376.044769182064,TRUE,TRUE
"spot11.4","singlet","CCD","DCT",FALSE,FALSE,374.078942717465,390.943969911512,TRUE,TRUE
"spot11.5","singlet","PT","DCT",FALSE,FALSE,388.697445902023,398.57049766208,TRUE,TRUE
"spot11.6","doublet_certain","DCT","PT",FALSE,FALSE,357.298220260687,386.993539572702,TRUE,TRUE
"spot11.7","singlet","PT","DCT",FALSE,FALSE,370.945626076961,391.110601963801,TRUE,TRUE
"spot11.8","singlet","PT","UROTHELIUM",FALSE,FALSE,446.813439348165,452.860706853336,TRUE,TRUE
"spot11.9","singlet","VSM","PT",FALSE,FALSE,298.294677963491,301.168465127276,TRUE,TRUE
"spot12.0","singlet","TAL","ENDO",FALSE,FALSE,300.440308829439,300.557448199173,TRUE,TRUE
"spot12.1","singlet","PT","TAL",FALSE,FALSE,373.14549617104,390.02927497391,TRUE,TRUE
"spot12.10","singlet","DCT","PT",FALSE,FALSE,335.574980087386,339.56794715731,TRUE,TRUE
"spot12.11","singlet","PT","DCT",FALSE,FALSE,408.745849786825,418.389536009094,TRUE,TRUE
"spot12.12","singlet","PT","VSM",FALSE,FALSE,335.955277993362,351.621215408038,TRUE,TRUE
"spot12.13","singlet","TAL","VSM",FALSE,FALSE,305.098625807569,307.624048589812,TRUE,TRUE
"spot12.14","singlet","TAL","ENDO",FALSE,FALSE,262.525162157746,278.705231389175,TRUE,TRUE
"spot12.15","doublet_certain","ENDO","PT",FALSE,FALSE,301.339811139016,335.674390616873,TRUE,TRUE
"spot12.16","singlet","ENDO","PT",FALSE,FALSE,254.080506215755,263.547653126052,TRUE,TRUE
"spot12.17","reject","ENDO","TAL",FALSE,FALSE,275.685226543842,325.685226543842,TRUE,TRUE
"spot12.18","singlet","TAL","VSM",FALSE,FALSE,294.777273272086,295.458098003113,TRUE,TRUE
"spot12.19","doublet_uncertain","VSM","DCT",FALSE,FALSE,309.105023780475,336.869333428847,TRUE,TRUE
"spot12.2","singlet","DCT","PT",FALSE,FALSE,353.144312737874,367.400305476757,TRUE,TRUE
"spot12.20","singlet","PT","TAL",FALSE,FALSE,397.848637741461,399.361097436798,TRUE,TRUE
"spot12.21","reject","DCT","PT",FALSE,FALSE,379.932236061058,429.932236061058,TRUE,TRUE
"spot12.22","doublet_certain","VSM","TAL",FALSE,FALSE,308.912857715178,341.060354076766,TRUE,TRUE
"spot12.23","singlet","PT","TAL",FALSE,FALSE,382.235706314466,385.216515286175,TRUE,TRUE
"spot12.24","singlet","PT","VSM",FALSE,FALSE,358.324294169082,370.356824852042,TRUE,TRUE
"spot12.3","singlet","PT","CCD",FALSE,FALSE,397.545280595297,416.89950261935,TRUE,TRUE
"spot12.4","singlet","PT","TAL",FALSE,FALSE,389.655798317194,399.788460577321,TRUE,TRUE
"spot12.5","singlet","PT","PODS",FALSE,FALSE,437.521391805917,440.871917278286,TRUE,TRUE
