"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","TAL","VSM",FALSE,FALSE,249.391517450064,249.584037602293,TRUE,TRUE
"spot0.1","singlet","TAL","DCT",FALSE,FALSE,308.621568551422,315.989566896109,TRUE,TRUE
"spot0.10","singlet","PT","TAL",FALSE,FALSE,435.786560679225,442.228339329439,TRUE,TRUE
"spot0.11","singlet","CCD","PT",FALSE,FALSE,321.843459605619,333.12675991943,TRUE,TRUE
"spot0.12","singlet","PT","TAL",FALSE,FALSE,354.212226146672,363.213640684144,TRUE,TRUE
"spot0.13","singlet","TAL","PT",FALSE,FALSE,329.217782106346,352.65306071972,TRUE,TRUE
"spot0.14","singlet","DCT","TAL",FALSE,FALSE,357.342065017525,358.779641137208,TRUE,TRUE
"spot0.15","doublet_certain","DCT","VSM",FALSE,FALSE,250.123013176544,279.505143589549,TRUE,TRUE
"spot0.16","singlet","VSM","CCD",FALSE,FALSE,268.621380234387,268.593528077539,TRUE,TRUE
"spot0.17","singlet","IMMUNE","VSM",FALSE,FALSE,363.404583961508,365.665621248613,TRUE,TRUE
"spot0.18","singlet","TAL","IMMUNE",FALSE,FALSE,324.463754728091,342.731968827261,TRUE,TRUE
"spot0.19","singlet","CCD","TAL",FALSE,FALSE,367.789186703869,391.195480082884,TRUE,TRUE
"spot0.2","singlet","DCT","PT",FALSE,FALSE,339.314349769054,350.940332924413,TRUE,TRUE
"spot0.20","singlet","CCD","TAL",FALSE,FALSE,375.528126967204,379.751910633127,TRUE,TRUE
"spot0.21","singlet","CCD","TAL",FALSE,FALSE,379.09618695627,381.081538449821,TRUE,TRUE
"spot0.22","doublet_uncertain","PT","ENDO",FALSE,FALSE,306.24921926195,348.648314000609,TRUE,TRUE
"spot0.23","singlet","PT","UROTHELIUM",FALSE,FALSE,390.546083473045,394.437437105312,TRUE,TRUE
"spot0.24","singlet","PT","DCT",FALSE,FALSE,416.598204621612,423.389275713423,TRUE,TRUE
"spot0.3","singlet","PT","DCT",FALSE,FALSE,418.432605700756,419.583663738995,TRUE,TRUE
"spot0.4","singlet","PT","CCD",FALSE,FALSE,400.772785337351,402.151780072151,TRUE,TRUE
"spot0.5","singlet","PT","VSM",FALSE,FALSE,391.889420102537,400.138231587027,TRUE,TRUE
"spot0.6","singlet","UROTHELIUM","VSM",FALSE,FALSE,400.79914537389,418.782420930424,TRUE,TRUE
"spot0.7","singlet","VSM","CCD",FALSE,FALSE,329.847334753367,335.714676006438,TRUE,TRUE
"spot0.8","doublet_certain","TAL","PT",FALSE,FALSE,363.191712974342,404.665966840583,TRUE,TRUE
"spot0.9","doublet_certain","PT","TAL",FALSE,FALSE,348.123880738895,375.47205212595,TRUE,TRUE
"spot1.0","doublet_certain","TAL","CCD",FALSE,FALSE,374.947834569305,407.023226210523,TRUE,TRUE
"spot1.1","singlet","PT","TAL",FALSE,FALSE,331.636124635494,352.503245930742,TRUE,TRUE
"spot1.10","singlet","DCT","PT",FALSE,FALSE,393.719607328951,416.725169372622,TRUE,TRUE
"spot1.11","singlet","PT","CCD",FALSE,FALSE,399.23482444965,408.61724388308,TRUE,TRUE
"spot1.12","singlet","PT","CCD",FALSE,FALSE,409.389661846428,415.003624685319,TRUE,TRUE
"spot1.13","singlet","CCD","TAL",FALSE,FALSE,353.639894592709,359.636911343454,TRUE,TRUE
"spot1.14","doublet_certain","PT","DCT",FALSE,FALSE,386.181334484221,424.440532981455,TRUE,TRUE
"spot1.15","singlet","TAL","DCT",FALSE,FALSE,262.101833258116,265.854632733545,TRUE,TRUE
"spot1.16","doublet_certain","PT","VSM",FALSE,FALSE,341.403701603473,374.376458684447,TRUE,TRUE
"spot1.17","singlet","PT","IMMUNE",FALSE,FALSE,391.25885548929,399.220199358454,TRUE,TRUE
"spot1.18","singlet","PT","CCD",FALSE,FALSE,357.788409417051,357.787033353947,TRUE,TRUE
"spot1.19","singlet","PT","ENDO",FALSE,FALSE,410.355754927922,411.277668763718,TRUE,TRUE
"spot1.2","singlet","PT","TAL",FALSE,FALSE,402.660076259303,417.411217427116,TRUE,TRUE
"spot1.20","singlet","TAL","CCD",FALSE,FALSE,379.905341568774,400.768313208264,TRUE,TRUE
"spot1.21","doublet_certain","PT","TAL",FALSE,FALSE,356.90326817957,397.653358804734,TRUE,TRUE
"spot1.22","singlet","PT","TAL",FALSE,FALSE,396.109560570645,397.755179357324,TRUE,TRUE
"spot1.23","singlet","PT","DCT",FALSE,FALSE,370.827639132835,380.151928095538,TRUE,TRUE
"spot1.24","singlet","DCT","TAL",FALSE,FALSE,325.37816435794,329.519215626118,TRUE,TRUE
"spot1.3","doublet_certain","PT","DCT",FALSE,FALSE,380.527203548232,414.128531873631,TRUE,TRUE
"spot1.4","doublet_certain","PT","DCT",FALSE,FALSE,320.907439159308,353.237920267852,TRUE,TRUE
"spot1.5","singlet","PT","VSM",FALSE,FALSE,314.172361415388,337.539365591736,TRUE,TRUE
"spot1.6","doublet_uncertain","PT","UROTHELIUM",FALSE,FALSE,312.089364311248,338.671753615006,TRUE,TRUE
"spot1.7","singlet","CCD","UROTHELIUM",FALSE,FALSE,376.08922330671,382.726388037641,TRUE,TRUE
"spot1.8","singlet","PT","CCD",FALSE,FALSE,395.408253819096,401.530836779436,TRUE,TRUE
"spot1.9","singlet","TAL","DCT",FALSE,FALSE,314.384866474332,326.941579349267,TRUE,TRUE
"spot10.0","singlet","DCT","ENDO",FALSE,FALSE,272.799535001362,289.925122280571,TRUE,TRUE
"spot10.1","singlet","DCT","TAL",FALSE,FALSE,304.098377345488,304.744077598187,TRUE,TRUE
"spot10.10","singlet","PT","IMMUNE",FALSE,FALSE,431.657680751456,432.41841861952,TRUE,TRUE
"spot10.11","singlet","PT","TAL",FALSE,FALSE,395.824762469783,396.880516164822,TRUE,TRUE
"spot10.12","singlet","PT","UROTHELIUM",FALSE,FALSE,407.261087314861,408.732965614424,TRUE,TRUE
"spot10.13","singlet","PT","ENDO",FALSE,FALSE,365.45407177793,372.389363058753,TRUE,TRUE
"spot10.14","singlet","ENDO","DCT",FALSE,FALSE,266.75896951576,284.368575180222,TRUE,TRUE
"spot10.15","singlet","PT","ENDO",FALSE,FALSE,379.217062361511,387.716825145529,TRUE,TRUE
"spot10.16","singlet","PT","CCD",FALSE,FALSE,428.256608295623,447.070226181869,TRUE,TRUE
"spot10.17","doublet_certain","CCD","PT",FALSE,FALSE,402.766176462594,441.418319086463,TRUE,TRUE
"spot10.18","singlet","PT","DCT",FALSE,FALSE,363.708607847074,377.297692650934,TRUE,TRUE
"spot10.19","singlet","PT","TAL",FALSE,FALSE,336.072747480985,343.900487710142,TRUE,TRUE
"spot10.2","singlet","TAL","ENDO",FALSE,FALSE,276.668578174393,277.375338427573,TRUE,TRUE
"spot10.20","doublet_certain","PT","DCT",FALSE,FALSE,426.173445779222,470.986296872644,TRUE,TRUE
"spot10.21","singlet","PT","TAL",FALSE,FALSE,362.224497652914,380.043825215856,TRUE,TRUE
"spot10.22","doublet_certain","PT","DCT",FALSE,FALSE,381.137798470641,415.25667923573,TRUE,TRUE
"spot10.23","singlet","PT","TAL",FALSE,FALSE,365.702481755006,388.16865316799,TRUE,TRUE
"spot10.24","singlet","PT","TAL",FALSE,FALSE,423.791100742613,429.533529094251,TRUE,TRUE
"spot10.3","singlet","ENDO","TAL",FALSE,FALSE,227.446566352505,242.481152021624,TRUE,TRUE
"spot10.4","singlet","PT","DCT",FALSE,FALSE,422.145959955288,423.203931232261,TRUE,TRUE
"spot10.5","singlet","PT","TAL",FALSE,FALSE,390.544490411543,390.975846529388,TRUE,TRUE
"spot10.6","doublet_certain","DCT","PT",FALSE,FALSE,400.023730813431,428.878597629022,TRUE,TRUE
"spot10.7","singlet","CCD","DCT",FALSE,FALSE,357.038633114976,371.614746093993,TRUE,TRUE
"spot10.8","singlet","DCT","CCD",FALSE,FALSE,315.329942410724,319.480960283224,TRUE,TRUE
"spot10.9","singlet","DCT","PT",FALSE,FALSE,351.224853994252,368.532622172012,TRUE,TRUE
"spot11.0","singlet","ENDO","CCD",FALSE,FALSE,228.733506017059,229.303219217533,TRUE,TRUE
"spot11.1","reject","DCT","ENDO",FALSE,FALSE,337.040760517962,387.040760517962,TRUE,TRUE
"spot11.10","singlet","PT","TAL",FALSE,FALSE,398.901980855653,417.526053730238,TRUE,TRUE
"spot11.11","singlet","PT","CCD",FALSE,FALSE,399.132729021864,402.911654565359,TRUE,TRUE
"spot11.12","singlet","PT","VSM",FALSE,FALSE,404.276559735486,404.740470120031,TRUE,TRUE
"spot11.13","doublet_certain","PT","TAL",FALSE,FALSE,354.564486769972,381.367669643614,TRUE,TRUE
"spot11.14","singlet","ENDO","TAL",FALSE,FALSE,310.011600796367,327.478640583446,TRUE,TRUE
"spot11.15","singlet","PT","ENDO",FALSE,FALSE,389.87753619437,397.142073575003,TRUE,TRUE
"spot11.16","doublet_certain","PT","TAL",FALSE,FALSE,373.798740513019,399.571986882335,TRUE,TRUE
"spot11.17","singlet","DCT","CCD",FALSE,FALSE,331.375830280405,355.104299074607,TRUE,TRUE
"spot11.18","doublet_certain","DCT","PT",FALSE,FALSE,358.237417858818,391.271019169565,TRUE,TRUE
"spot11.19","singlet","PT","TAL",FALSE,FALSE,383.753300836818,384.021621427811,TRUE,TRUE
"spot11.2","singlet","TAL","DCT",FALSE,FALSE,313.771607022512,319.824992227174,TRUE,TRUE
"spot11.20","singlet","PT","DCT",FALSE,FALSE,360.917254724162,379.66940569757,TRUE,TRUE
"spot11.21","singlet","DCT","TAL",FALSE,FALSE,311.33317382786,321.385959581335,TRUE,TRUE
"spot11.22","singlet","DCT","PT",FALSE,FALSE,380.423919750506,390.319594468115,TRUE,TRUE
"spot11.23","singlet","PT","TAL",FALSE,FALSE,381.08357856492,404.518970199325,TRUE,TRUE
"spot11.24","singlet","PT","TAL",FALSE,FALSE,384.229963683046,388.577832054302,TRUE,TRUE
"spot11.3","singlet","DCT","TAL",FALSE,FALSE,342.092098482248,345.29113618903,TRUE,TRUE
"spot11.4","singlet","DCT","PT",FALSE,FALSE,342.150711352219,344.625685439862,TRUE,TRUE
"spot11.5","singlet","PT","ENDO",FALSE,FALSE,365.308946539805,367.599791194102,TRUE,TRUE
"spot11.6","doublet_certain","PT","DCT",FALSE,FALSE,428.391453056735,453.853728263175,TRUE,TRUE
"spot11.7","singlet","DCT","VSM",FALSE,FALSE,342.909831142846,359.980361683208,TRUE,TRUE
"spot11.8","singlet","CCD","DCT",FALSE,FALSE,283.784130028042,298.107313872918,TRUE,TRUE
"spot11.9","singlet","CCD","TAL",FALSE,FALSE,373.448251668659,388.253491398928,TRUE,TRUE
"spot12.0","singlet","ENDO","CCD",FALSE,FALSE,295.440005250604,316.464690085872,TRUE,TRUE
"spot12.1","singlet","CCD","DCT",FALSE,FALSE,335.053708251311,339.817167374557,TRUE,TRUE
"spot12.10","singlet","TAL","PT",FALSE,FALSE,297.7339083092,316.936605064265,TRUE,TRUE
"spot12.11","singlet","PT","TAL",FALSE,FALSE,379.554285092289,401.180572051417,TRUE,TRUE
"spot12.12","singlet","PT","VSM",FALSE,FALSE,406.620315443496,407.648179263052,TRUE,TRUE
"spot12.13","doublet_certain","TAL","PT",FALSE,FALSE,287.422472138551,318.353934378862,TRUE,TRUE
"spot12.14","doublet_certain","PT","TAL",FALSE,FALSE,316.503134092794,341.841528878425,TRUE,TRUE
"spot12.15","singlet","PT","PODS",FALSE,FALSE,405.770919446265,406.334072944108,TRUE,TRUE
"spot12.16","singlet","ENDO","PT",FALSE,FALSE,249.141834639875,261.01932053105,TRUE,TRUE
"spot12.17","singlet","PT","TAL",FALSE,FALSE,362.385921744881,381.278367216208,TRUE,TRUE
"spot12.18","singlet","TAL","PT",FALSE,FALSE,339.090606758299,362.366505439981,TRUE,TRUE
"spot12.19","singlet","DCT","TAL",FALSE,FALSE,335.704512590819,349.95903526385,TRUE,TRUE
"spot12.2","doublet_uncertain","PT","CCD",FALSE,FALSE,434.366342102675,475.384818897014,TRUE,TRUE
"spot12.20","singlet","IMMUNE","PT",FALSE,FALSE,398.700936144869,418.81477106748,TRUE,TRUE
"spot12.21","doublet_uncertain","PT","DCT",FALSE,FALSE,373.047414526674,405.561059809646,TRUE,TRUE
"spot12.22","singlet","TAL","PT",FALSE,FALSE,324.274670060153,333.76781313631,TRUE,TRUE
"spot12.23","singlet","PT","CCD",FALSE,FALSE,404.549300701306,404.976367653194,TRUE,TRUE
"spot12.24","singlet","PT","DCT",FALSE,FALSE,391.608535606794,404.629530938988,TRUE,TRUE
"spot12.3","doublet_uncertain","PT","DCT",FALSE,FALSE,337.169201310253,368.389121983263,TRUE,TRUE
"spot12.4","singlet","DCT","IMMUNE",FALSE,FALSE,387.769764517376,408.858653421647,TRUE,TRUE
"spot12.5","singlet","IMMUNE","ENDO",FALSE,FALSE,341.151592400402,347.520622045703,TRUE,TRUE
"spot12.6","singlet","DCT","ENDO",FALSE,FALSE,341.02230379393,348.939671772852,TRUE,TRUE
"spot12.7","singlet","TAL","DCT",FALSE,FALSE,299.774756853408,318.241243203125,TRUE,TRUE
"spot12.8","singlet","DCT","CCD",FALSE,FALSE,299.66768763476,301.806067264134,TRUE,TRUE
"spot12.9","singlet","TAL","CCD",FALSE,FALSE,345.284956099625,364.573797948272,TRUE,TRUE
"spot13.0","doublet_certain","ENDO","DCT",FALSE,FALSE,264.837303112315,301.752851683277,TRUE,TRUE
"spot13.1","doublet_uncertain","ENDO","CCD",FALSE,FALSE,328.790208051764,357.672162897856,TRUE,TRUE
"spot13.10","singlet","PT","TAL",FALSE,FALSE,379.918444896143,381.728672224869,TRUE,TRUE
"spot13.11","singlet","PT","IMMUNE",FALSE,FALSE,425.712995275819,439.199406371075,TRUE,TRUE
"spot13.12","singlet","PT","CCD",FALSE,FALSE,389.026470149547,390.924426692155,TRUE,TRUE
"spot13.13","singlet","CCD","PT",FALSE,FALSE,395.727881384668,417.221408695738,TRUE,TRUE
"spot13.14","singlet","TAL","PT",FALSE,FALSE,320.350005938518,330.529645103985,TRUE,TRUE
"spot13.15","singlet","PT","TAL",FALSE,FALSE,357.92263450079,381.425956290847,TRUE,TRUE
"spot13.16","singlet","ENDO","DCT",FALSE,FALSE,264.974342171228,285.117301315653,TRUE,TRUE
"spot13.17","singlet","PT","UROTHELIUM",FALSE,FALSE,371.268377532136,376.625638788233,TRUE,TRUE
"spot13.18","singlet","PT","TAL",FALSE,FALSE,372.687867010232,378.630673283709,TRUE,TRUE
"spot13.19","doublet_certain","TAL","PT",FALSE,FALSE,360.160708630051,390.363005001409,TRUE,TRUE
"spot13.2","singlet","PT","CCD",FALSE,FALSE,341.333531023658,354.552062648759,TRUE,TRUE
"spot13.20","singlet","PT","VSM",FALSE,FALSE,415.348576083476,417.283382312032,TRUE,TRUE
"spot13.21","singlet","PT","CCD",FALSE,FALSE,403.004242441906,402.989422839285,TRUE,TRUE
"spot13.22","singlet","PT","TAL",FALSE,FALSE,377.047782900796,393.053888538105,TRUE,TRUE
"spot13.23","singlet","PT","DCT",FALSE,FALSE,408.752460884359,416.050038636183,TRUE,TRUE
"spot13.24","singlet","TAL","CCD",FALSE,FALSE,335.434208766404,342.041348642238,TRUE,TRUE
"spot13.3","singlet","PT","TAL",FALSE,FALSE,355.247624609236,377.296638559163,TRUE,TRUE
"spot13.4","singlet","TAL","PT",FALSE,FALSE,340.448644976383,362.988699459475,TRUE,TRUE
"spot13.5","doublet_certain","PT","CCD",FALSE,FALSE,384.275905271215,418.375102988432,TRUE,TRUE
"spot13.6","doublet_certain","PT","ENDO",FALSE,FALSE,324.70900272001,365.658693485571,TRUE,TRUE
"spot13.7","singlet","ENDO","TAL",FALSE,FALSE,284.133081325218,304.98068062682,TRUE,TRUE
"spot13.8","doublet_certain","PT","DCT",FALSE,FALSE,387.992976452543,420.931523727761,TRUE,TRUE
"spot13.9","doublet_certain","PT","DCT",FALSE,FALSE,364.029554812064,394.997031780318,TRUE,TRUE
"spot14.0","singlet","DCT","TAL",FALSE,FALSE,339.635271212667,340.532485094648,TRUE,TRUE
"spot14.1","singlet","PT","DCT",FALSE,FALSE,413.32921446489,420.277155039695,TRUE,TRUE
"spot14.10","singlet","PT","CCD",FALSE,FALSE,353.586037500039,370.74720847572,TRUE,TRUE
"spot14.11","reject","DCT","IMMUNE",FALSE,FALSE,361.963044515498,411.963044515498,TRUE,TRUE
"spot14.12","singlet","PT","DCT",FALSE,FALSE,391.491591243536,398.741000305396,TRUE,TRUE
"spot14.13","singlet","PT","TAL",FALSE,FALSE,417.217984051015,420.610170333225,TRUE,TRUE
"spot14.14","reject","PT","TAL",FALSE,FALSE,320.174823962902,370.174823962902,TRUE,TRUE
"spot14.15","singlet","PT","CCD",FALSE,FALSE,405.914749908326,430.404837894343,TRUE,TRUE
"spot14.16","singlet","DCT","PT",FALSE,FALSE,358.339971535732,362.868469973009,TRUE,TRUE
"spot14.17","singlet","DCT","PT",FALSE,FALSE,355.222208421396,370.812661977989,TRUE,TRUE
"spot14.18","doublet_certain","IMMUNE","TAL",FALSE,FALSE,365.425231786718,395.838980912121,TRUE,TRUE
"spot14.19","singlet","TAL","VSM",FALSE,FALSE,263.163075539598,263.245860239716,TRUE,TRUE
"spot14.2","singlet","DCT","PT",FALSE,FALSE,344.13699579312,352.795223180271,TRUE,TRUE
"spot14.20","singlet","PT","TAL",FALSE,FALSE,416.849473259075,430.698795420101,TRUE,TRUE
"spot14.21","singlet","PT","ENDO",FALSE,FALSE,411.073731343361,412.201730084091,TRUE,TRUE
"spot14.22","singlet","PT","ENDO",FALSE,FALSE,416.606046495967,418.430912760634,TRUE,TRUE
"spot14.23","reject","PT","TAL",FALSE,FALSE,353.044008871048,403.044008871048,TRUE,TRUE
"spot14.24","singlet","TAL","PT",FALSE,FALSE,278.814640374866,300.542226252339,TRUE,TRUE
"spot14.3","singlet","PT","ENDO",FALSE,FALSE,399.520916551656,404.000861610024,TRUE,TRUE
"spot14.4","singlet","PT","IMMUNE",FALSE,FALSE,422.355771728864,423.738379122829,TRUE,TRUE
"spot14.5","singlet","PT","ENDO",FALSE,FALSE,397.79704103175,404.138935153471,TRUE,TRUE
"spot14.6","doublet_certain","CCD","PT",FALSE,FALSE,408.884159375845,449.611172393063,TRUE,TRUE
"spot14.7","doublet_uncertain","PT","CCD",FALSE,FALSE,411.794596943934,453.520652435592,TRUE,TRUE
"spot14.8","doublet_certain","PT","DCT",FALSE,FALSE,358.614306824988,386.477298097186,TRUE,TRUE
"spot14.9","singlet","DCT","PT",FALSE,FALSE,338.387135033884,347.717959437819,TRUE,TRUE
"spot15.0","singlet","PT","TAL",FALSE,FALSE,356.226911168501,378.229630287308,TRUE,TRUE
"spot15.1","singlet","UROTHELIUM","IMMUNE",FALSE,FALSE,522.007004624296,524.912521616027,TRUE,TRUE
"spot15.10","doublet_certain","PT","VSM",FALSE,FALSE,382.551151383922,411.085250677099,TRUE,TRUE
"spot15.11","doublet_certain","PT","DCT",FALSE,FALSE,352.515438246487,378.973625773103,TRUE,TRUE
"spot15.12","singlet","PT","CCD",FALSE,FALSE,459.579332319214,459.571145546093,TRUE,TRUE
"spot15.13","singlet","PT","TAL",FALSE,FALSE,410.821197494017,413.364889270644,TRUE,TRUE
"spot15.14","singlet","ENDO","TAL",FALSE,FALSE,236.119998896089,242.390588962623,TRUE,TRUE
"spot15.15","singlet","CCD","PT",FALSE,FALSE,447.158978073435,455.722448881485,TRUE,TRUE
"spot15.16","singlet","PT","TAL",FALSE,FALSE,366.590679143348,368.485502262151,TRUE,TRUE
"spot15.17","singlet","DCT","PT",FALSE,FALSE,367.901210887929,389.554608177078,TRUE,TRUE
"spot15.18","reject","DCT","PT",FALSE,FALSE,381.345937134176,431.345937134176,TRUE,TRUE
"spot15.19","doublet_certain","PT","TAL",FALSE,FALSE,385.81258982926,415.308662170851,TRUE,TRUE
"spot15.2","singlet","IMMUNE","DCT",FALSE,FALSE,327.5855003933,345.873616617922,TRUE,TRUE
"spot15.20","singlet","PT","TAL",FALSE,FALSE,362.509581216787,381.201261119344,TRUE,TRUE
"spot15.21","singlet","PT","ENDO",FALSE,FALSE,379.035166685839,396.672314660214,TRUE,TRUE
"spot15.22","singlet","DCT","VSM",FALSE,FALSE,343.700499433401,363.888660970863,TRUE,TRUE
"spot15.23","singlet","IMMUNE","PT",FALSE,FALSE,359.705353329961,367.115995596362,TRUE,TRUE
