"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","ENDO","VSM",FALSE,FALSE,249.369219479027,251.582858344319,TRUE,TRUE
"spot0.1","singlet","PT","ENDO",FALSE,FALSE,379.207144036375,395.450802134556,TRUE,TRUE
"spot0.10","singlet","PT","ENDO",FALSE,FALSE,397.752572604851,402.329329211785,TRUE,TRUE
"spot0.11","doublet_certain","PT","VSM",FALSE,FALSE,311.260005082221,338.921604016766,TRUE,TRUE
"spot0.12","singlet","PT","PODS",FALSE,FALSE,349.357960386616,351.408609001593,TRUE,TRUE
"spot0.13","doublet_certain","DCT","PT",FALSE,FALSE,390.9339286785,427.597076814618,TRUE,TRUE
"spot0.14","singlet","DCT","PT",FALSE,FALSE,341.788923996343,342.213895322395,TRUE,TRUE
"spot0.15","singlet","PT","DCT",FALSE,FALSE,385.606429163302,405.408334725499,TRUE,TRUE
"spot0.16","singlet","PT","IMMUNE",FALSE,FALSE,410.258950367806,412.994589663246,TRUE,TRUE
"spot0.17","singlet","TAL","PT",FALSE,FALSE,312.859979273531,330.803463858891,TRUE,TRUE
"spot0.18","singlet","TAL","DCT",FALSE,FALSE,298.258730891593,312.735531525361,TRUE,TRUE
"spot0.19","singlet","TAL","ENDO",FALSE,FALSE,267.194325849741,286.63657842686,TRUE,TRUE
"spot0.2","singlet","PT","TAL",FALSE,FALSE,394.353984343613,394.69435595648,TRUE,TRUE
"spot0.20","singlet","DCT","ENDO",FALSE,FALSE,248.986381277025,260.309161950107,TRUE,TRUE
"spot0.21","singlet","ENDO","CCD",FALSE,FALSE,222.03089983238,225.308151890293,TRUE,TRUE
"spot0.22","doublet_certain","TAL","ENDO",FALSE,FALSE,245.339505720736,272.677682616132,TRUE,TRUE
"spot0.23","singlet","TAL","CCD",FALSE,FALSE,296.588634173451,296.582918810706,TRUE,TRUE
"spot0.24","singlet","TAL","DCT",FALSE,FALSE,303.382145824204,314.29167764082,TRUE,TRUE
