"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","PT","PODS",FALSE,FALSE,381.926100509069,382.750917450934,TRUE,TRUE
"spot0.1","singlet","PT","DCT",FALSE,FALSE,396.24059650315,398.239164392876,TRUE,TRUE
"spot0.10","singlet","DCT","IMMUNE",FALSE,FALSE,300.032276652241,301.147872039503,TRUE,TRUE
"spot0.11","singlet","VSM","DCT",FALSE,FALSE,220.683664668685,225.669538694146,TRUE,TRUE
"spot0.12","doublet_certain","PT","VSM",FALSE,FALSE,370.403234592948,396.768305093605,TRUE,TRUE
"spot0.13","singlet","PT","DCT",FALSE,FALSE,378.382840202248,380.021762485564,TRUE,TRUE
"spot0.14","singlet","PT","DCT",FALSE,FALSE,376.70499753392,378.948272481467,TRUE,TRUE
"spot0.15","doublet_certain","TAL","PT",FALSE,FALSE,350.313599496116,389.763267855654,TRUE,TRUE
"spot0.16","singlet","PT","TAL",FALSE,FALSE,386.090144639827,389.986693305367,TRUE,TRUE
"spot0.17","singlet","CCD","PT",FALSE,FALSE,346.072664861093,357.108535855626,TRUE,TRUE
"spot0.18","singlet","CCD","PT",FALSE,FALSE,390.600733897199,397.740105538579,TRUE,TRUE
"spot0.19","singlet","PT","TAL",FALSE,FALSE,427.424842215902,428.503323480745,TRUE,TRUE
"spot0.2","singlet","DCT","PT",FALSE,FALSE,338.922927060405,346.602306567276,TRUE,TRUE
"spot0.20","singlet","PT","VSM",FALSE,FALSE,454.123675144401,454.37557925727,TRUE,TRUE
"spot0.21","singlet","PT","VSM",FALSE,FALSE,422.652339011888,425.031375783629,TRUE,TRUE
"spot0.22","singlet","PT","VSM",FALSE,FALSE,383.355422015814,384.200930954186,TRUE,TRUE
"spot0.23","singlet","PT","DCT",FALSE,FALSE,381.644002156101,383.439514600155,TRUE,TRUE
"spot0.24","singlet","PT","TAL",FALSE,FALSE,370.359757359628,371.270952308499,TRUE,TRUE
"spot0.3","singlet","DCT","CCD",FALSE,FALSE,297.661063077595,298.800971513869,TRUE,TRUE
"spot0.4","singlet","PT","VSM",FALSE,FALSE,413.132762616984,418.62209128629,TRUE,TRUE
"spot0.5","doublet_certain","VSM","PT",FALSE,FALSE,367.897014877476,401.195804266844,TRUE,TRUE
"spot0.6","singlet","PT","DCT",FALSE,FALSE,384.097243667305,390.479777113562,TRUE,TRUE
"spot0.7","singlet","DCT","PT",FALSE,FALSE,369.949939706105,387.141984428637,TRUE,TRUE
"spot0.8","singlet","PT","TAL",FALSE,FALSE,393.430302553206,394.660710719172,TRUE,TRUE
"spot0.9","singlet","DCT","PT",FALSE,FALSE,352.55408201536,365.312059585225,TRUE,TRUE
"spot1.0","singlet","PT","ENDO",FALSE,FALSE,382.767716965738,384.579762986576,TRUE,TRUE
"spot1.1","doublet_uncertain","DCT","ENDO",FALSE,FALSE,351.517101096974,379.726745276191,TRUE,TRUE
"spot1.10","doublet_uncertain","VSM","TAL",FALSE,FALSE,350.337667891351,402.978004396264,TRUE,TRUE
"spot1.11","singlet","DCT","PT",FALSE,FALSE,357.911172405528,372.578208482419,TRUE,TRUE
"spot1.12","singlet","PT","VSM",FALSE,FALSE,360.211156173384,364.115130275738,TRUE,TRUE
"spot1.13","singlet","PT","ENDO",FALSE,FALSE,351.997060096862,360.679240176241,TRUE,TRUE
"spot1.14","singlet","PT","DCT",FALSE,FALSE,370.036350345895,371.08063485163,TRUE,TRUE
