"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","CCD","DCT",FALSE,FALSE,294.455154541718,307.131254544545,TRUE,TRUE
"spot0.1","singlet","DCT","VSM",FALSE,FALSE,333.137097482492,341.346709198104,TRUE,TRUE
"spot0.10","doublet_certain","PT","CCD",FALSE,FALSE,370.852053264169,393.31315620813,TRUE,TRUE
"spot0.11","doublet_certain","PT","TAL",FALSE,FALSE,307.354838653769,340.910508388445,TRUE,TRUE
"spot0.12","singlet","DCT","PT",FALSE,FALSE,327.743371009849,333.474039784656,TRUE,TRUE
"spot0.13","singlet","DCT","PT",FALSE,FALSE,329.22169973534,337.289860826415,TRUE,TRUE
"spot0.14","singlet","TAL","PT",FALSE,FALSE,288.256725246904,306.282423820167,TRUE,TRUE
"spot0.15","singlet","TAL","DCT",FALSE,FALSE,296.648645390837,308.477896670969,TRUE,TRUE
"spot0.16","singlet","DCT","TAL",FALSE,FALSE,243.430928200327,249.368403089268,TRUE,TRUE
"spot0.17","singlet","DCT","PT",FALSE,FALSE,301.052337101768,306.002003496291,TRUE,TRUE
"spot0.18","singlet","PT","TAL",FALSE,FALSE,297.20221551753,308.891407204817,TRUE,TRUE
"spot0.19","singlet","TAL","IMMUNE",FALSE,FALSE,312.301325777289,331.071575788499,TRUE,TRUE
"spot0.2","singlet","TAL","VSM",FALSE,FALSE,265.619480469244,279.16468239084,TRUE,TRUE
"spot0.20","singlet","PT","TAL",FALSE,FALSE,368.795227181174,371.157027294035,TRUE,TRUE
"spot0.21","singlet","PT","ENDO",FALSE,FALSE,353.797690790227,358.251346731762,TRUE,TRUE
"spot0.22","doublet_certain","PT","TAL",FALSE,FALSE,343.763225390837,366.352911301317,TRUE,TRUE
"spot0.23","singlet","TAL","IMMUNE",FALSE,FALSE,258.234197954005,267.564185939407,TRUE,TRUE
"spot0.24","singlet","IMMUNE","TAL",FALSE,FALSE,291.437861994135,294.758422601567,TRUE,TRUE
"spot0.3","doublet_certain","TAL","CCD",FALSE,FALSE,281.23799404467,301.932894723063,TRUE,TRUE
"spot0.4","singlet","CCD","VSM",FALSE,FALSE,317.396392066027,328.173047986471,TRUE,TRUE
"spot0.5","reject","IMMUNE","TAL",FALSE,FALSE,238.948061334779,278.948061334779,TRUE,TRUE
"spot0.6","doublet_certain","PT","CCD",FALSE,FALSE,341.891305931658,368.851496916568,TRUE,TRUE
"spot0.7","singlet","PT","TAL",FALSE,FALSE,379.656595881096,389.57521747632,TRUE,TRUE
"spot0.8","singlet","TAL","CCD",FALSE,FALSE,326.512791583362,345.14497926045,TRUE,TRUE
"spot0.9","singlet","CCD","PT",FALSE,FALSE,337.87205757225,345.791357283616,TRUE,TRUE
"spot1.0","doublet_certain","PT","CCD",FALSE,FALSE,382.411751851057,410.023349346904,TRUE,TRUE
"spot1.1","singlet","PT","VSM",FALSE,FALSE,381.203134726306,387.810341563296,TRUE,TRUE
"spot1.10","singlet","PT","ENDO",FALSE,FALSE,398.581759934264,406.200063487176,TRUE,TRUE
"spot1.11","singlet","PT","VSM",FALSE,FALSE,393.96007514803,394.485437598066,TRUE,TRUE
"spot1.12","doublet_certain","PT","VSM",FALSE,FALSE,340.604066670556,377.519431989887,TRUE,TRUE
"spot1.13","singlet","PT","DCT",FALSE,FALSE,375.29660141481,391.427873726133,TRUE,TRUE
"spot1.14","doublet_uncertain","PT","TAL",FALSE,FALSE,356.045794553051,387.039554846314,TRUE,TRUE
