"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","ENDO","TAL",FALSE,FALSE,218.317240667322,236.77895347809,TRUE,TRUE
"spot0.1","doublet_uncertain","PT","TAL",FALSE,FALSE,339.145477899597,360.869542846982,TRUE,TRUE
"spot0.10","singlet","PT","TAL",FALSE,FALSE,339.859049239925,348.472114784619,TRUE,TRUE
"spot0.11","singlet","PT","IMMUNE",FALSE,FALSE,344.617731243045,363.118274750637,TRUE,TRUE
"spot0.12","singlet","PT","TAL",FALSE,FALSE,350.846145239428,363.579697240135,TRUE,TRUE
"spot0.13","singlet","TAL","PT",FALSE,FALSE,275.704659582407,279.380916505486,TRUE,TRUE
"spot0.14","singlet","TAL","UROTHELIUM",FALSE,FALSE,254.251958663551,259.543803517476,TRUE,TRUE
"spot0.15","singlet","PT","ENDO",FALSE,FALSE,330.053747064303,336.827012093925,TRUE,TRUE
"spot0.16","doublet_certain","PT","ENDO",FALSE,FALSE,260.039041190161,286.094924751212,TRUE,TRUE
"spot0.17","singlet","PT","ENDO",FALSE,FALSE,336.737753725782,340.303125945395,TRUE,TRUE
"spot0.18","singlet","PT","TAL",FALSE,FALSE,330.147786525817,338.489573842357,TRUE,TRUE
"spot0.19","singlet","DCT","IMMUNE",FALSE,FALSE,261.856878244905,267.451960717261,TRUE,TRUE
"spot0.2","doublet_certain","CCD","PT",FALSE,FALSE,309.328548502997,332.194277542562,TRUE,TRUE
"spot0.20","singlet","TAL","VSM",FALSE,FALSE,266.866264348165,279.921538642153,TRUE,TRUE
"spot0.21","singlet","PT","VSM",FALSE,FALSE,354.56700845172,372.148662524502,TRUE,TRUE
"spot0.22","doublet_certain","PT","TAL",FALSE,FALSE,317.615048638239,339.742186600192,TRUE,TRUE
"spot0.23","doublet_certain","CCD","TAL",FALSE,FALSE,337.386987683198,358.505381562727,TRUE,TRUE
"spot0.24","singlet","PT","CCD",FALSE,FALSE,310.12648123474,329.179223417488,TRUE,TRUE
"spot0.3","singlet","CCD","PT",FALSE,FALSE,341.695611672586,342.491788329869,TRUE,TRUE
"spot0.4","doublet_certain","PT","CCD",FALSE,FALSE,350.202622539865,371.697551547829,TRUE,TRUE
"spot0.5","singlet","PT","TAL",FALSE,FALSE,368.295607797699,369.818021464816,TRUE,TRUE
"spot0.6","singlet","PT","TAL",FALSE,FALSE,356.119144596217,368.492942493259,TRUE,TRUE
"spot0.7","singlet","PT","DCT",FALSE,FALSE,314.958170534003,323.225339483693,TRUE,TRUE
"spot0.8","doublet_uncertain","ENDO","DCT",FALSE,FALSE,270.084421312326,300.854210566473,TRUE,TRUE
