"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","TAL","PT",FALSE,FALSE,320.163895300289,326.896878295422,TRUE,TRUE
"spot0.1","singlet","TAL","ENDO",FALSE,FALSE,298.315212804165,311.978581368694,TRUE,TRUE
"spot0.10","singlet","PT","TAL",FALSE,FALSE,358.89115265843,362.463384988554,TRUE,TRUE
"spot0.11","singlet","ENDO","PT",FALSE,FALSE,241.666506526157,243.996043916803,TRUE,TRUE
"spot0.12","singlet","TAL","ENDO",FALSE,FALSE,266.493288999337,275.599126864994,TRUE,TRUE
"spot0.13","singlet","VSM","TAL",FALSE,FALSE,245.646389970197,253.160954988626,TRUE,TRUE
"spot0.14","singlet","TAL","VSM",FALSE,FALSE,257.429216280237,263.511694066098,TRUE,TRUE
"spot0.15","singlet","TAL","PT",FALSE,FALSE,257.043556702373,258.021003227398,TRUE,TRUE
"spot0.16","singlet","VSM","TAL",FALSE,FALSE,307.006085806564,317.209960228044,TRUE,TRUE
"spot0.17","singlet","PT","UROTHELIUM",FALSE,FALSE,344.049179076144,344.38350565835,TRUE,TRUE
"spot0.18","singlet","VSM","IMMUNE",FALSE,FALSE,307.224686724685,315.794488799926,TRUE,TRUE
"spot0.19","singlet","VSM","IMMUNE",FALSE,FALSE,292.939111884628,310.904386579661,TRUE,TRUE
"spot0.2","doublet_uncertain","PT","ENDO",FALSE,FALSE,352.639077890453,374.072456412933,TRUE,TRUE
"spot0.20","singlet","VSM","UROTHELIUM",FALSE,FALSE,253.571870232603,255.766999188439,TRUE,TRUE
"spot0.21","singlet","PT","DCT",FALSE,FALSE,419.301043718045,420.365034812196,TRUE,TRUE
"spot0.22","singlet","CCD","TAL",FALSE,FALSE,334.874988142669,336.353594467149,TRUE,TRUE
"spot0.23","singlet","CCD","PT",FALSE,FALSE,373.124087208858,383.861943928896,TRUE,TRUE
"spot0.24","singlet","PT","VSM",FALSE,FALSE,376.703082353442,378.809290689684,TRUE,TRUE
"spot0.3","doublet_certain","PT","DCT",FALSE,FALSE,388.619291691238,417.553812399564,TRUE,TRUE
"spot0.4","doublet_certain","PT","DCT",FALSE,FALSE,384.067976868321,424.533317479625,TRUE,TRUE
"spot0.5","singlet","PT","PODS",FALSE,FALSE,382.066935733445,383.731325516455,TRUE,TRUE
"spot0.6","singlet","PT","TAL",FALSE,FALSE,363.043489317203,363.170040575859,TRUE,TRUE
"spot0.7","singlet","PT","DCT",FALSE,FALSE,354.223679536466,354.501011854648,TRUE,TRUE
"spot0.8","singlet","PT","TAL",FALSE,FALSE,426.465983028663,431.021019293007,TRUE,TRUE
"spot0.9","singlet","TAL","PT",FALSE,FALSE,329.810429519029,342.802850491153,TRUE,TRUE
"spot1.0","singlet","PT","CCD",FALSE,FALSE,344.050343786037,344.009928996833,TRUE,TRUE
"spot1.1","singlet","PT","ENDO",FALSE,FALSE,309.363373813028,322.27002416546,TRUE,TRUE
"spot1.10","singlet","PT","DCT",FALSE,FALSE,345.443606902617,360.723214558349,TRUE,TRUE
"spot1.11","singlet","PT","VSM",FALSE,FALSE,364.870718562685,376.3248821423,TRUE,TRUE
"spot1.12","singlet","VSM","TAL",FALSE,FALSE,276.12519944985,287.282455167942,TRUE,TRUE
"spot1.13","singlet","TAL","VSM",FALSE,FALSE,278.323129960434,287.07306730487,TRUE,TRUE
"spot1.14","singlet","TAL","IMMUNE",FALSE,FALSE,297.533941918649,297.716540423353,TRUE,TRUE
"spot1.15","singlet","TAL","ENDO",FALSE,FALSE,306.027183575293,307.00649718081,TRUE,TRUE
"spot1.16","singlet","PT","DCT",FALSE,FALSE,360.1121815641,374.585740517239,TRUE,TRUE
"spot1.17","singlet","PT","TAL",FALSE,FALSE,446.03534398892,447.26931725656,TRUE,TRUE
"spot1.18","doublet_certain","PT","VSM",FALSE,FALSE,351.203179235162,375.542639178479,TRUE,TRUE
"spot1.19","singlet","TAL","DCT",FALSE,FALSE,315.265723231549,328.614879165729,TRUE,TRUE
"spot1.2","singlet","PT","ENDO",FALSE,FALSE,426.363386068613,432.910234103069,TRUE,TRUE
"spot1.20","singlet","PT","DCT",FALSE,FALSE,390.540640349813,404.171056602653,TRUE,TRUE
"spot1.21","singlet","PT","ENDO",FALSE,FALSE,410.505565428014,413.730518296169,TRUE,TRUE
