"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","PT","TAL",FALSE,FALSE,397.45440219714,399.095315183768,TRUE,TRUE
"spot0.1","singlet","PT","TAL",FALSE,FALSE,369.631447641726,388.568623570419,TRUE,TRUE
"spot0.10","singlet","TAL","CCD",FALSE,FALSE,266.888217704437,270.297581597222,TRUE,TRUE
"spot0.11","doublet_certain","PT","TAL",FALSE,FALSE,413.292432383395,442.435857906137,TRUE,TRUE
"spot0.12","singlet","PT","PODS",FALSE,FALSE,370.849307471113,370.897148990081,TRUE,TRUE
"spot0.13","singlet","PT","TAL",FALSE,FALSE,375.759427974581,377.372236238536,TRUE,TRUE
"spot0.14","singlet","PT","VSM",FALSE,FALSE,374.881486641667,376.728084256256,TRUE,TRUE
"spot0.15","singlet","PT","DCT",FALSE,FALSE,429.18842200062,431.141040208647,TRUE,TRUE
"spot0.16","singlet","PT","DCT",FALSE,FALSE,381.588500625798,390.373638079602,TRUE,TRUE
"spot0.17","singlet","DCT","PT",FALSE,FALSE,317.44909734562,333.446923598459,TRUE,TRUE
"spot0.18","doublet_certain","DCT","PT",FALSE,FALSE,284.722899944767,306.603688704903,TRUE,TRUE
"spot0.19","singlet","ENDO","TAL",FALSE,FALSE,270.271487617327,287.310882922289,TRUE,TRUE
"spot0.2","singlet","PT","TAL",FALSE,FALSE,391.46691208393,404.247371528964,TRUE,TRUE
"spot0.20","singlet","PT","ENDO",FALSE,FALSE,350.061777316598,356.220586631566,TRUE,TRUE
"spot0.21","doublet_certain","PT","TAL",FALSE,FALSE,406.114008569212,427.705112075128,TRUE,TRUE
"spot0.22","singlet","TAL","ENDO",FALSE,FALSE,304.840944969907,310.71708271387,TRUE,TRUE
"spot0.23","singlet","TAL","ENDO",FALSE,FALSE,236.219443977093,242.042277170105,TRUE,TRUE
"spot0.24","singlet","PT","ENDO",FALSE,FALSE,329.434207527843,345.718774830637,TRUE,TRUE
"spot0.3","singlet","PT","DCT",FALSE,FALSE,353.04883825755,363.107811637966,TRUE,TRUE
"spot0.4","singlet","DCT","TAL",FALSE,FALSE,338.515583707997,339.861060853886,TRUE,TRUE
"spot0.5","singlet","DCT","CCD",FALSE,FALSE,271.078281053388,273.245975901038,TRUE,TRUE
"spot0.6","singlet","PT","DCT",FALSE,FALSE,431.891596123209,432.300203688217,TRUE,TRUE
"spot0.7","doublet_certain","PT","DCT",FALSE,FALSE,371.785516334361,401.978490746526,TRUE,TRUE
"spot0.8","singlet","VSM","TAL",FALSE,FALSE,293.716526327208,305.886013106079,TRUE,TRUE
"spot0.9","singlet","TAL","PT",FALSE,FALSE,344.961583696677,362.651795534246,TRUE,TRUE
"spot1.0","doublet_certain","TAL","PT",FALSE,FALSE,325.673298386074,349.940139819454,TRUE,TRUE
"spot1.1","singlet","CCD","PT",FALSE,FALSE,371.513793422746,388.143639440416,TRUE,TRUE
"spot1.10","singlet","DCT","TAL",FALSE,FALSE,314.277871586637,320.360449003279,TRUE,TRUE
"spot1.11","singlet","PT","TAL",FALSE,FALSE,342.042544298452,343.663776241456,TRUE,TRUE
"spot1.12","singlet","PT","VSM",FALSE,FALSE,377.890582633009,379.798390334013,TRUE,TRUE
"spot1.13","singlet","PT","TAL",FALSE,FALSE,399.007002858687,401.011578933779,TRUE,TRUE
"spot1.14","singlet","PT","ENDO",FALSE,FALSE,454.441015619899,457.626451472705,TRUE,TRUE
"spot1.15","singlet","PT","TAL",FALSE,FALSE,391.042896791157,393.272803203456,TRUE,TRUE
"spot1.16","doublet_certain","PT","DCT",FALSE,FALSE,357.72443949833,382.00172951654,TRUE,TRUE
"spot1.17","doublet_certain","PT","TAL",FALSE,FALSE,351.44115182755,375.829642246892,TRUE,TRUE
"spot1.18","singlet","PT","ENDO",FALSE,FALSE,403.244944936389,403.607378130165,TRUE,TRUE
"spot1.19","singlet","DCT","ENDO",FALSE,FALSE,237.092700590996,255.672267407496,TRUE,TRUE
"spot1.2","singlet","PT","CCD",FALSE,FALSE,383.841043308879,400.674001126655,TRUE,TRUE
"spot1.20","singlet","PT","UROTHELIUM",FALSE,FALSE,339.876962878698,345.912062173416,TRUE,TRUE
"spot1.21","singlet","PT","VSM",FALSE,FALSE,390.950857926331,403.351593662199,TRUE,TRUE
"spot1.22","singlet","TAL","PT",FALSE,FALSE,306.176588534311,312.485310834794,TRUE,TRUE
"spot1.23","singlet","TAL","ENDO",FALSE,FALSE,273.149636076908,290.435609415464,TRUE,TRUE
"spot1.24","singlet","ENDO","DCT",FALSE,FALSE,206.862543886185,209.300523453828,TRUE,TRUE
"spot1.3","singlet","PT","VSM",FALSE,FALSE,367.243062470323,383.631247076693,TRUE,TRUE
"spot1.4","singlet","IMMUNE","VSM",FALSE,FALSE,327.104009815247,334.902871680492,TRUE,TRUE
"spot1.5","doublet_certain","IMMUNE","DCT",FALSE,FALSE,370.936552215858,392.794997655821,TRUE,TRUE
"spot1.6","doublet_certain","PT","CCD",FALSE,FALSE,412.757305864033,439.728723046,TRUE,TRUE
"spot1.7","doublet_certain","PT","TAL",FALSE,FALSE,331.614262298187,354.986385010639,TRUE,TRUE
"spot1.8","singlet","TAL","DCT",FALSE,FALSE,278.407540812281,284.261064693856,TRUE,TRUE
