"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","PT","VSM",FALSE,FALSE,336.556662158115,352.938013164643,TRUE,TRUE
"spot0.1","reject","ENDO","VSM",FALSE,FALSE,224.302182310298,264.302182310298,TRUE,TRUE
"spot0.10","singlet","PT","TAL",FALSE,FALSE,342.079420900103,343.877773347934,TRUE,TRUE
"spot0.11","doublet_certain","PT","TAL",FALSE,FALSE,325.679335156242,356.229227162878,TRUE,TRUE
"spot0.12","singlet","PT","TAL",FALSE,FALSE,333.081913776214,337.631215142678,TRUE,TRUE
"spot0.13","singlet","DCT","PT",FALSE,FALSE,320.667871543721,335.950075964486,TRUE,TRUE
"spot0.14","singlet","TAL","VSM",FALSE,FALSE,251.533403535924,264.168219020422,TRUE,TRUE
"spot0.15","singlet","TAL","CCD",FALSE,FALSE,324.780829902302,343.019903657951,TRUE,TRUE
"spot0.16","singlet","PT","DCT",FALSE,FALSE,325.914707040167,338.147815307886,TRUE,TRUE
"spot0.17","singlet","PT","CCD",FALSE,FALSE,351.020698179129,353.058792819096,TRUE,TRUE
"spot0.18","singlet","PT","TAL",FALSE,FALSE,350.788048139502,368.243491969263,TRUE,TRUE
"spot0.19","singlet","TAL","DCT",FALSE,FALSE,232.204973058457,233.766078236451,TRUE,TRUE
"spot0.2","singlet","ENDO","VSM",FALSE,FALSE,215.803930731006,220.167009215957,TRUE,TRUE
"spot0.20","singlet","PT","TAL",FALSE,FALSE,309.595349010128,323.793534287717,TRUE,TRUE
"spot0.21","singlet","PT","DCT",FALSE,FALSE,362.837817100525,364.533690745628,TRUE,TRUE
"spot0.22","singlet","PT","ENDO",FALSE,FALSE,389.570645215049,391.788181270936,TRUE,TRUE
"spot0.23","doublet_certain","PT","VSM",FALSE,FALSE,328.254355734868,350.716930430692,TRUE,TRUE
"spot0.24","singlet","VSM","CCD",FALSE,FALSE,249.783853608575,253.009534571964,TRUE,TRUE
"spot0.3","doublet_certain","PT","VSM",FALSE,FALSE,333.500947537027,361.376310836918,TRUE,TRUE
"spot0.4","doublet_uncertain","PT","DCT",FALSE,FALSE,374.749725662287,396.554094464373,TRUE,TRUE
"spot0.5","singlet","DCT","PT",FALSE,FALSE,297.06276833625,315.821169157233,TRUE,TRUE
"spot0.6","singlet","DCT","ENDO",FALSE,FALSE,284.348010793976,289.920723769888,TRUE,TRUE
"spot0.7","singlet","PT","DCT",FALSE,FALSE,345.748404146846,361.156994106851,TRUE,TRUE
"spot0.8","singlet","PT","IMMUNE",FALSE,FALSE,363.758653169366,367.256276942172,TRUE,TRUE
"spot0.9","singlet","PT","CCD",FALSE,FALSE,331.473258577866,331.457980012564,TRUE,TRUE
"spot1.0","singlet","VSM","PT",FALSE,FALSE,237.804204433606,253.064106627191,TRUE,TRUE
"spot1.1","doublet_uncertain","DCT","VSM",FALSE,FALSE,310.137454944921,340.713911873825,TRUE,TRUE
"spot1.10","singlet","PT","ENDO",FALSE,FALSE,403.433359778896,414.075007042342,TRUE,TRUE
"spot1.11","singlet","PT","IMMUNE",FALSE,FALSE,363.252758155881,380.652362845864,TRUE,TRUE
"spot1.12","singlet","PT","DCT",FALSE,FALSE,408.691589157212,411.889886655338,TRUE,TRUE
"spot1.13","doublet_certain","DCT","VSM",FALSE,FALSE,405.105245486568,438.029830579206,TRUE,TRUE
"spot1.14","doublet_certain","CCD","VSM",FALSE,FALSE,327.434803023867,352.103744386383,TRUE,TRUE
