"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","doublet_certain","PT","TAL",FALSE,FALSE,331.122920286647,361.074851489836,TRUE,TRUE
"spot0.1","singlet","PT","CCD",FALSE,FALSE,395.664694368439,399.109135324558,TRUE,TRUE
"spot0.10","singlet","PT","TAL",FALSE,FALSE,367.095576356597,367.185496250184,TRUE,TRUE
"spot0.11","doublet_certain","IMMUNE","PT",FALSE,FALSE,347.943705935897,368.020004074018,TRUE,TRUE
"spot0.12","singlet","IMMUNE","VSM",FALSE,FALSE,304.18353961021,308.253231368502,TRUE,TRUE
"spot0.13","singlet","TAL","IMMUNE",FALSE,FALSE,294.36016261545,301.807296905568,TRUE,TRUE
"spot0.14","doublet_certain","CCD","VSM",FALSE,FALSE,312.791574180313,333.290581978061,TRUE,TRUE
"spot0.15","singlet","PT","TAL",FALSE,FALSE,371.112023428503,377.07349052911,TRUE,TRUE
"spot0.16","singlet","PT","PODS",FALSE,FALSE,370.15885908301,375.207416934134,TRUE,TRUE
"spot0.17","singlet","PT","DCT",FALSE,FALSE,396.418912505715,397.728696082961,TRUE,TRUE
"spot0.18","singlet","PT","TAL",FALSE,FALSE,357.946360441884,366.784632861125,TRUE,TRUE
"spot0.19","singlet","TAL","PT",FALSE,FALSE,337.912108253824,350.027800692644,TRUE,TRUE
"spot0.2","doublet_certain","TAL","PT",FALSE,FALSE,335.491490168671,365.649331604384,TRUE,TRUE
"spot0.20","singlet","PT","DCT",FALSE,FALSE,385.479859990841,402.972024056048,TRUE,TRUE
"spot0.21","singlet","PT","TAL",FALSE,FALSE,337.855129450466,350.422454848618,TRUE,TRUE
"spot0.22","singlet","TAL","CCD",FALSE,FALSE,322.256942474901,330.669781853617,TRUE,TRUE
"spot0.23","doublet_certain","PT","CCD",FALSE,FALSE,354.959973851157,381.332371586789,TRUE,TRUE
"spot0.24","singlet","PT","VSM",FALSE,FALSE,359.311805695419,374.69574439088,TRUE,TRUE
"spot0.3","singlet","TAL","VSM",FALSE,FALSE,279.043976976673,282.385744962676,TRUE,TRUE
"spot0.4","singlet","VSM","PT",FALSE,FALSE,290.048767126572,304.994816746057,TRUE,TRUE
"spot0.5","doublet_certain","PT","ENDO",FALSE,FALSE,368.382532233438,397.96959628786,TRUE,TRUE
"spot0.6","singlet","PT","VSM",FALSE,FALSE,387.50880062328,387.637636955356,TRUE,TRUE
"spot0.7","singlet","PT","VSM",FALSE,FALSE,380.283205123743,381.989739712879,TRUE,TRUE
"spot0.8","doublet_certain","ENDO","PT",FALSE,FALSE,317.866714508351,351.315579001012,TRUE,TRUE
"spot0.9","doublet_certain","PT","ENDO",FALSE,FALSE,342.276045544964,363.55810694146,TRUE,TRUE
"spot1.0","singlet","TAL","IMMUNE",FALSE,FALSE,285.557521141667,286.692591763515,TRUE,TRUE
"spot1.1","doublet_certain","PT","TAL",FALSE,FALSE,329.076888617968,362.671265808313,TRUE,TRUE
"spot1.10","singlet","CCD","PT",FALSE,FALSE,404.152900502929,420.720392315408,TRUE,TRUE
"spot1.11","singlet","IMMUNE","PT",FALSE,FALSE,342.632970636183,347.904041355611,TRUE,TRUE
"spot1.12","singlet","IMMUNE","TAL",FALSE,FALSE,346.960923248066,348.474546250586,TRUE,TRUE
"spot1.13","singlet","VSM","PT",FALSE,FALSE,275.077306842527,278.255062756728,TRUE,TRUE
"spot1.14","singlet","VSM","IMMUNE",FALSE,FALSE,274.297090342803,275.206888785772,TRUE,TRUE
"spot1.15","singlet","PT","VSM",FALSE,FALSE,385.349216765223,395.053367469418,TRUE,TRUE
"spot1.16","doublet_certain","DCT","PT",FALSE,FALSE,357.715314003893,387.968123207546,TRUE,TRUE
"spot1.17","singlet","PT","DCT",FALSE,FALSE,412.128172929118,428.496997829234,TRUE,TRUE
"spot1.18","singlet","PT","ENDO",FALSE,FALSE,412.323979933885,421.914130447501,TRUE,TRUE
"spot1.19","singlet","PT","TAL",FALSE,FALSE,401.029373877503,419.184001647521,TRUE,TRUE
"spot1.2","singlet","PT","TAL",FALSE,FALSE,370.01766630575,379.012711274538,TRUE,TRUE
"spot1.20","singlet","DCT","PT",FALSE,FALSE,363.438323841534,378.471251100869,TRUE,TRUE
"spot1.21","doublet_certain","PT","TAL",FALSE,FALSE,355.60182501677,378.44177495533,TRUE,TRUE
"spot1.22","singlet","TAL","IMMUNE",FALSE,FALSE,329.045532790021,346.07689435385,TRUE,TRUE
"spot1.23","singlet","PT","IMMUNE",FALSE,FALSE,401.918593201604,414.981122789899,TRUE,TRUE
"spot1.24","doublet_certain","PT","VSM",FALSE,FALSE,350.824483596689,373.685376825406,TRUE,TRUE
"spot1.3","singlet","CCD","TAL",FALSE,FALSE,352.429550981778,371.17926409071,TRUE,TRUE
"spot1.4","singlet","VSM","DCT",FALSE,FALSE,328.251971715517,328.858978950049,TRUE,TRUE
"spot1.5","doublet_certain","UROTHELIUM","DCT",FALSE,FALSE,431.054201626163,456.857991925722,TRUE,TRUE
