"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","ENDO","DCT",FALSE,FALSE,210.888007614997,212.710329314517,TRUE,TRUE
"spot0.1","singlet","ENDO","DCT",FALSE,FALSE,233.495797762066,241.043159327323,TRUE,TRUE
"spot0.10","singlet","DCT","PT",FALSE,FALSE,307.30199475359,326.177068688115,TRUE,TRUE
"spot0.11","singlet","PT","VSM",FALSE,FALSE,367.60513966204,369.204376054812,TRUE,TRUE
"spot0.12","singlet","PT","VSM",FALSE,FALSE,332.640857292856,333.107901579958,TRUE,TRUE
"spot0.13","singlet","PT","TAL",FALSE,FALSE,367.45488472769,371.987600446715,TRUE,TRUE
"spot0.14","doublet_uncertain","PT","TAL",FALSE,FALSE,336.100979777686,360.3059762668,TRUE,TRUE
"spot0.15","singlet","PT","DCT",FALSE,FALSE,315.42409926167,317.274397149008,TRUE,TRUE
"spot0.16","doublet_certain","DCT","PT",FALSE,FALSE,307.057230693102,334.854376807462,TRUE,TRUE
"spot0.17","doublet_uncertain","PT","DCT",FALSE,FALSE,314.163343251071,335.579002211453,TRUE,TRUE
"spot0.18","singlet","PT","CCD",FALSE,FALSE,371.813714898043,384.189346911752,TRUE,TRUE
"spot0.19","doublet_certain","PT","CCD",FALSE,FALSE,405.3677804224,430.129891766733,TRUE,TRUE
"spot0.2","singlet","TAL","PT",FALSE,FALSE,319.801522866741,335.103124206346,TRUE,TRUE
"spot0.20","singlet","PT","TAL",FALSE,FALSE,376.32722731861,376.37100572065,TRUE,TRUE
"spot0.21","singlet","PT","UROTHELIUM",FALSE,FALSE,395.315639536511,398.10633528531,TRUE,TRUE
"spot0.22","singlet","PT","DCT",FALSE,FALSE,336.501116494142,344.761851302208,TRUE,TRUE
"spot0.23","singlet","DCT","PT",FALSE,FALSE,315.46663827232,329.644475900471,TRUE,TRUE
"spot0.24","singlet","PT","DCT",FALSE,FALSE,283.761004636843,294.337062013395,TRUE,TRUE
"spot0.3","singlet","IMMUNE","TAL",FALSE,FALSE,330.103867819173,340.052099486671,TRUE,TRUE
