"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","PT","IMMUNE",FALSE,FALSE,343.452566112236,347.344964909563,TRUE,TRUE
"spot0.1","singlet","TAL","PT",FALSE,FALSE,279.209057919022,281.407144399861,TRUE,TRUE
"spot0.10","singlet","PT","TAL",FALSE,FALSE,356.030956559283,363.930678258313,TRUE,TRUE
"spot0.11","doublet_certain","PT","CCD",FALSE,FALSE,439.667692744251,464.581738460363,TRUE,TRUE
"spot0.12","doublet_certain","CCD","PT",FALSE,FALSE,386.560598608902,424.335983256342,TRUE,TRUE
"spot0.13","singlet","PT","CCD",FALSE,FALSE,387.171027598341,407.158712106312,TRUE,TRUE
"spot0.14","singlet","PT","CCD",FALSE,FALSE,403.762682816618,405.520170192871,TRUE,TRUE
"spot0.15","doublet_certain","PT","DCT",FALSE,FALSE,368.207037764779,393.173125717213,TRUE,TRUE
"spot0.16","singlet","PT","ENDO",FALSE,FALSE,407.241765706197,412.933938549714,TRUE,TRUE
"spot0.17","singlet","PT","DCT",FALSE,FALSE,362.963452666345,379.259064051489,TRUE,TRUE
"spot0.18","singlet","VSM","ENDO",FALSE,FALSE,227.747682689542,234.067622567079,TRUE,TRUE
"spot0.19","singlet","PT","ENDO",FALSE,FALSE,333.324081380806,338.513356204968,TRUE,TRUE
"spot0.2","singlet","TAL","IMMUNE",FALSE,FALSE,260.061204501638,260.59088723868,TRUE,TRUE
"spot0.20","singlet","PT","UROTHELIUM",FALSE,FALSE,410.806275939774,416.389723637029,TRUE,TRUE
"spot0.21","singlet","PT","UROTHELIUM",FALSE,FALSE,399.53567168919,419.35017793191,TRUE,TRUE
"spot0.22","doublet_certain","DCT","PT",FALSE,FALSE,367.150788199807,395.696298008198,TRUE,TRUE
"spot0.23","doublet_certain","DCT","PT",FALSE,FALSE,339.795960274715,363.070380379997,TRUE,TRUE
"spot0.24","singlet","PT","TAL",FALSE,FALSE,350.37633173581,363.931623784363,TRUE,TRUE
