"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","doublet_certain","ENDO","DCT",FALSE,FALSE,279.213970714587,301.970868487416,TRUE,TRUE
"spot0.1","doublet_certain","ENDO","DCT",FALSE,FALSE,288.997955769498,327.207803096029,TRUE,TRUE
"spot0.10","singlet","ENDO","PT",FALSE,FALSE,211.322141036755,215.303002760444,TRUE,TRUE
"spot0.11","singlet","ENDO","VSM",FALSE,FALSE,275.312869696054,283.212202273302,TRUE,TRUE
"spot0.12","singlet","PT","VSM",FALSE,FALSE,384.072617794587,391.359126868358,TRUE,TRUE
"spot0.13","singlet","PT","ENDO",FALSE,FALSE,410.24157519537,412.217812668812,TRUE,TRUE
"spot0.14","doublet_certain","TAL","PT",FALSE,FALSE,354.158100163764,385.228949077297,TRUE,TRUE
"spot0.15","doublet_certain","TAL","VSM",FALSE,FALSE,304.792810110077,325.856924555573,TRUE,TRUE
"spot0.16","singlet","UROTHELIUM","IMMUNE",FALSE,FALSE,533.005724153598,534.927528829871,TRUE,TRUE
"spot0.17","doublet_uncertain","CCD","UROTHELIUM",FALSE,FALSE,438.319086718222,462.877590607702,TRUE,TRUE
"spot0.18","singlet","CCD","PT",FALSE,FALSE,401.640198820588,412.270351302349,TRUE,TRUE
"spot0.19","singlet","IMMUNE","DCT",FALSE,FALSE,382.760039939631,398.151961697089,TRUE,TRUE
"spot0.2","singlet","TAL","DCT",FALSE,FALSE,305.498032566378,313.45510812043,TRUE,TRUE
"spot0.20","singlet","IMMUNE","PT",FALSE,FALSE,381.872267818694,387.391771268336,TRUE,TRUE
"spot0.21","singlet","DCT","TAL",FALSE,FALSE,313.487285993509,318.836960691604,TRUE,TRUE
"spot0.22","singlet","PT","TAL",FALSE,FALSE,426.800012068488,430.132658807291,TRUE,TRUE
"spot0.23","doublet_certain","PT","ENDO",FALSE,FALSE,325.938516362073,364.160959880605,TRUE,TRUE
"spot0.24","doublet_certain","CCD","PT",FALSE,FALSE,350.043529958206,376.014764252499,TRUE,TRUE
"spot0.3","singlet","TAL","CCD",FALSE,FALSE,285.715647233565,289.088780046742,TRUE,TRUE
"spot0.4","singlet","TAL","CCD",FALSE,FALSE,289.9574030522,298.436550431584,TRUE,TRUE
"spot0.5","singlet","ENDO","TAL",FALSE,FALSE,230.828049327058,236.229189992107,TRUE,TRUE
"spot0.6","singlet","PT","ENDO",FALSE,FALSE,397.679600148661,412.421302577228,TRUE,TRUE
"spot0.7","singlet","PT","DCT",FALSE,FALSE,435.041577685775,440.315759824212,TRUE,TRUE
"spot0.8","singlet","CCD","TAL",FALSE,FALSE,367.601524081869,371.942907247615,TRUE,TRUE
"spot0.9","singlet","DCT","CCD",FALSE,FALSE,320.876450796234,325.122037884229,TRUE,TRUE
"spot1.0","singlet","DCT","ENDO",FALSE,FALSE,376.571869793466,390.204868336045,TRUE,TRUE
"spot1.1","singlet","DCT","ENDO",FALSE,FALSE,314.382539194113,326.998583437141,TRUE,TRUE
"spot1.10","singlet","DCT","PT",FALSE,FALSE,366.760120230202,371.670856523043,TRUE,TRUE
"spot1.11","singlet","VSM","DCT",FALSE,FALSE,285.049570453976,299.115674508985,TRUE,TRUE
"spot1.12","singlet","PT","VSM",FALSE,FALSE,400.070658380749,415.753885129189,TRUE,TRUE
"spot1.13","singlet","PT","CCD",FALSE,FALSE,404.721235051382,405.04596643926,TRUE,TRUE
"spot1.14","singlet","PT","TAL",FALSE,FALSE,429.67808683145,431.791042920376,TRUE,TRUE
"spot1.15","doublet_certain","VSM","TAL",FALSE,FALSE,315.122449056037,348.952880052838,TRUE,TRUE
"spot1.16","doublet_certain","UROTHELIUM","CCD",FALSE,FALSE,461.932297533402,484.693711819813,TRUE,TRUE
"spot1.17","doublet_uncertain","PT","IMMUNE",FALSE,FALSE,458.007853737217,482.666551730701,TRUE,TRUE
"spot1.18","doublet_certain","CCD","PT",FALSE,FALSE,375.185222968745,396.076736307769,TRUE,TRUE
"spot1.19","doublet_certain","CCD","ENDO",FALSE,FALSE,294.886939279751,318.562423616176,TRUE,TRUE
"spot1.2","doublet_certain","PT","TAL",FALSE,FALSE,337.602461492122,370.663128308951,TRUE,TRUE
"spot1.20","singlet","CCD","PT",FALSE,FALSE,381.76968524957,387.224891521681,TRUE,TRUE
"spot1.21","singlet","CCD","PT",FALSE,FALSE,395.443084198612,403.814951324264,TRUE,TRUE
"spot1.22","singlet","PT","DCT",FALSE,FALSE,383.002331013418,400.167250759628,TRUE,TRUE
"spot1.23","singlet","PT","CCD",FALSE,FALSE,423.857189259497,436.358094603512,TRUE,TRUE
"spot1.24","singlet","PT","CCD",FALSE,FALSE,374.057381627117,381.493280924677,TRUE,TRUE
"spot1.3","singlet","PT","TAL",FALSE,FALSE,360.658130774151,371.636360178296,TRUE,TRUE
"spot1.4","doublet_certain","PT","TAL",FALSE,FALSE,373.565201444927,397.367214846881,TRUE,TRUE
"spot1.5","doublet_certain","PT","ENDO",FALSE,FALSE,318.270729717266,359.537679910104,TRUE,TRUE
"spot1.6","singlet","PT","VSM",FALSE,FALSE,374.908104414826,375.805485363197,TRUE,TRUE
"spot1.7","singlet","PT","TAL",FALSE,FALSE,400.735218598061,408.131669847498,TRUE,TRUE
"spot1.8","singlet","IMMUNE","TAL",FALSE,FALSE,378.280270517052,385.656331440375,TRUE,TRUE
"spot1.9","singlet","PT","DCT",FALSE,FALSE,378.462828786569,390.31800918226,TRUE,TRUE
"spot10.0","singlet","IMMUNE","TAL",FALSE,FALSE,334.340642945961,337.902166266767,TRUE,TRUE
"spot10.1","singlet","ENDO","VSM",FALSE,FALSE,251.678884842753,254.89779750164,TRUE,TRUE
"spot10.10","doublet_certain","PT","DCT",FALSE,FALSE,351.790029041327,382.531476567171,TRUE,TRUE
"spot10.11","doublet_certain","PT","ENDO",FALSE,FALSE,284.034615246908,309.128898691622,TRUE,TRUE
"spot10.12","singlet","PT","UROTHELIUM",FALSE,FALSE,392.449679928827,393.080831918933,TRUE,TRUE
"spot10.13","singlet","PT","TAL",FALSE,FALSE,382.694559512831,396.79006902056,TRUE,TRUE
"spot10.14","singlet","PT","TAL",FALSE,FALSE,406.766190465286,408.205727176157,TRUE,TRUE
"spot10.15","singlet","PT","TAL",FALSE,FALSE,409.158664704125,416.198686173173,TRUE,TRUE
"spot10.16","singlet","PT","CCD",FALSE,FALSE,409.922059163496,410.848651519341,TRUE,TRUE
