"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","doublet_certain","PT","ENDO",FALSE,FALSE,262.008648229841,285.917644016947,TRUE,TRUE
"spot0.1","singlet","PT","ENDO",FALSE,FALSE,340.084664439121,341.748493035348,TRUE,TRUE
"spot0.10","singlet","PT","TAL",FALSE,FALSE,383.447039776552,391.969923550603,TRUE,TRUE
"spot0.11","doublet_certain","PT","TAL",FALSE,FALSE,305.850718316474,327.418902312362,TRUE,TRUE
"spot0.12","singlet","TAL","PT",FALSE,FALSE,267.570602052719,279.440284541374,TRUE,TRUE
"spot0.13","doublet_certain","PT","TAL",FALSE,FALSE,335.91710150349,363.160357871467,TRUE,TRUE
"spot0.14","singlet","PT","TAL",FALSE,FALSE,361.767424619183,370.3628530566,TRUE,TRUE
"spot0.15","doublet_certain","TAL","ENDO",FALSE,FALSE,277.335168967213,302.06182665894,TRUE,TRUE
"spot0.16","doublet_uncertain","TAL","ENDO",FALSE,FALSE,318.564398818078,340.160909886423,TRUE,TRUE
"spot0.17","singlet","PT","TAL",FALSE,FALSE,336.966792668863,347.835144023853,TRUE,TRUE
"spot0.18","singlet","TAL","ENDO",FALSE,FALSE,285.330685664813,299.880001250607,TRUE,TRUE
"spot0.19","doublet_certain","ENDO","PT",FALSE,FALSE,265.480773950996,294.996073837621,TRUE,TRUE
"spot0.2","singlet","PT","DCT",FALSE,FALSE,385.556396540829,399.893314109472,TRUE,TRUE
"spot0.20","doublet_uncertain","PT","VSM",FALSE,FALSE,289.981259547812,321.690579865769,TRUE,TRUE
"spot0.21","singlet","PT","VSM",FALSE,FALSE,374.485273578731,382.275268239253,TRUE,TRUE
"spot0.22","singlet","PT","DCT",FALSE,FALSE,338.799308264587,338.83071606012,TRUE,TRUE
"spot0.23","doublet_certain","DCT","PT",FALSE,FALSE,356.859666529884,387.955599476721,TRUE,TRUE
"spot0.24","singlet","DCT","PT",FALSE,FALSE,261.768781183203,281.326894962846,TRUE,TRUE
"spot0.3","singlet","PT","DCT",FALSE,FALSE,385.596497155199,405.023980636672,TRUE,TRUE
"spot0.4","singlet","PT","CCD",FALSE,FALSE,378.405732755248,381.706305838249,TRUE,TRUE
"spot0.5","doublet_certain","DCT","PT",FALSE,FALSE,348.118458686068,374.070158186058,TRUE,TRUE
"spot0.6","singlet","DCT","PT",FALSE,FALSE,305.385278214383,307.402063105935,TRUE,TRUE
"spot0.7","singlet","CCD","TAL",FALSE,FALSE,285.524168896667,301.483382945384,TRUE,TRUE
"spot0.8","singlet","PT","TAL",FALSE,FALSE,308.2235172583,320.924893537194,TRUE,TRUE
"spot0.9","singlet","PT","CCD",FALSE,FALSE,411.087766149237,412.397214423868,TRUE,TRUE
"spot1.0","singlet","ENDO","PT",FALSE,FALSE,212.239615240767,231.600100968694,TRUE,TRUE
"spot1.1","singlet","PT","ENDO",FALSE,FALSE,326.699459768866,336.519164346556,TRUE,TRUE
"spot1.10","singlet","PT","ENDO",FALSE,FALSE,389.984010225428,390.189268540534,TRUE,TRUE
"spot1.11","reject","DCT","PT",FALSE,FALSE,387.714894865368,427.714894865368,TRUE,TRUE
"spot1.12","doublet_certain","VSM","DCT",FALSE,FALSE,306.00551664863,335.645967147144,TRUE,TRUE
"spot1.13","singlet","PT","CCD",FALSE,FALSE,398.058513808622,415.379004912547,TRUE,TRUE
"spot1.14","doublet_certain","PT","TAL",FALSE,FALSE,348.150982393707,380.442897389874,TRUE,TRUE
"spot1.15","singlet","ENDO","TAL",FALSE,FALSE,270.766944391361,283.710730153642,TRUE,TRUE
"spot1.16","doublet_certain","PT","ENDO",FALSE,FALSE,292.217011615176,322.116887872492,TRUE,TRUE
"spot1.17","singlet","PT","TAL",FALSE,FALSE,418.840828470537,424.932298488144,TRUE,TRUE
"spot1.18","singlet","DCT","PT",FALSE,FALSE,316.031853092976,330.024421140777,TRUE,TRUE
"spot1.19","doublet_certain","DCT","ENDO",FALSE,FALSE,362.557757653354,390.266727536462,TRUE,TRUE
"spot1.2","singlet","PT","TAL",FALSE,FALSE,371.696315498762,387.223323147983,TRUE,TRUE
"spot1.20","doublet_certain","TAL","VSM",FALSE,FALSE,369.248497880599,397.527368585886,TRUE,TRUE
"spot1.21","singlet","PT","TAL",FALSE,FALSE,364.409150858196,366.285982032672,TRUE,TRUE
"spot1.22","singlet","PT","UROTHELIUM",FALSE,FALSE,418.05887068438,418.335379020251,TRUE,TRUE
"spot1.23","reject","ENDO","PT",FALSE,FALSE,365.574587719968,405.574587719968,TRUE,TRUE
"spot1.24","singlet","TAL","PT",FALSE,FALSE,308.216609775741,319.924863459815,TRUE,TRUE
"spot1.3","singlet","PT","DCT",FALSE,FALSE,417.560305382969,429.370524479842,TRUE,TRUE
"spot1.4","singlet","PT","IMMUNE",FALSE,FALSE,370.748550747001,377.58406951038,TRUE,TRUE
"spot1.5","doublet_certain","PT","DCT",FALSE,FALSE,384.359143632264,405.700691040107,TRUE,TRUE
"spot1.6","doublet_certain","DCT","PT",FALSE,FALSE,372.486552715237,395.636534354769,TRUE,TRUE
"spot1.7","singlet","CCD","DCT",FALSE,FALSE,363.82575780377,367.437631044886,TRUE,TRUE
"spot1.8","singlet","CCD","PT",FALSE,FALSE,432.755345258911,446.780549133739,TRUE,TRUE
"spot1.9","singlet","PT","CCD",FALSE,FALSE,423.86169685579,429.937548693856,TRUE,TRUE
"spot10.0","singlet","UROTHELIUM","ENDO",FALSE,FALSE,349.066248763301,360.581914110824,TRUE,TRUE
"spot10.1","singlet","UROTHELIUM","TAL",FALSE,FALSE,441.933893158943,458.463529830128,TRUE,TRUE
"spot10.10","singlet","PT","TAL",FALSE,FALSE,368.649171139251,375.708146831416,TRUE,TRUE
"spot10.11","doublet_certain","PT","TAL",FALSE,FALSE,318.499827819931,349.934336545354,TRUE,TRUE
"spot10.12","singlet","TAL","PT",FALSE,FALSE,335.667890011547,349.85609591063,TRUE,TRUE
"spot10.13","singlet","TAL","PT",FALSE,FALSE,279.841504590141,283.8433519798,TRUE,TRUE
"spot10.14","singlet","DCT","TAL",FALSE,FALSE,295.045836176617,310.841667959882,TRUE,TRUE
"spot10.15","doublet_certain","DCT","IMMUNE",FALSE,FALSE,342.083853503124,364.07415270891,TRUE,TRUE
"spot10.16","doublet_certain","IMMUNE","CCD",FALSE,FALSE,371.254176417116,397.429884761359,TRUE,TRUE
"spot10.17","singlet","CCD","PT",FALSE,FALSE,416.136781311576,427.775589611364,TRUE,TRUE
"spot10.18","singlet","PT","CCD",FALSE,FALSE,427.140268485513,432.028570864435,TRUE,TRUE
"spot10.19","doublet_certain","TAL","PT",FALSE,FALSE,356.904369881164,397.251983665627,TRUE,TRUE
"spot10.2","doublet_certain","TAL","PT",FALSE,FALSE,358.283629131902,383.908280175747,TRUE,TRUE
"spot10.20","singlet","TAL","PT",FALSE,FALSE,335.803909444109,350.007353758046,TRUE,TRUE
"spot10.21","singlet","PT","TAL",FALSE,FALSE,372.972869023664,373.446625394765,TRUE,TRUE
"spot10.22","singlet","PT","TAL",FALSE,FALSE,399.763511448455,408.614881112534,TRUE,TRUE
"spot10.23","singlet","TAL","PT",FALSE,FALSE,352.453466319426,370.680223025328,TRUE,TRUE
"spot10.24","singlet","VSM","IMMUNE",FALSE,FALSE,237.904040836239,243.320965677311,TRUE,TRUE
"spot10.3","singlet","DCT","PT",FALSE,FALSE,326.708948768578,336.65022472698,TRUE,TRUE
"spot10.4","singlet","DCT","TAL",FALSE,FALSE,353.941169065205,362.038309154596,TRUE,TRUE
"spot10.5","singlet","TAL","PT",FALSE,FALSE,313.739601474213,332.153359966264,TRUE,TRUE
"spot10.6","singlet","VSM","ENDO",FALSE,FALSE,275.185760060356,281.162308201529,TRUE,TRUE
"spot10.7","singlet","ENDO","PT",FALSE,FALSE,273.799584288938,288.946067542928,TRUE,TRUE
"spot10.8","singlet","PT","VSM",FALSE,FALSE,389.471002470386,407.480342352135,TRUE,TRUE
"spot10.9","singlet","PT","DCT",FALSE,FALSE,367.510321116516,369.173425534607,TRUE,TRUE
"spot11.0","doublet_certain","UROTHELIUM","PT",FALSE,FALSE,411.380608454848,441.105536163026,TRUE,TRUE
"spot11.1","doublet_certain","PT","UROTHELIUM",FALSE,FALSE,435.618116176088,473.6481435104,TRUE,TRUE
"spot11.10","singlet","PT","VSM",FALSE,FALSE,385.117821498898,390.132761338176,TRUE,TRUE
"spot11.11","singlet","PT","TAL",FALSE,FALSE,373.793163397405,382.65200099563,TRUE,TRUE
"spot11.12","singlet","PT","TAL",FALSE,FALSE,405.086757295291,414.772521215693,TRUE,TRUE
"spot11.13","doublet_uncertain","PT","TAL",FALSE,FALSE,350.284838581638,393.203732340232,TRUE,TRUE
"spot11.14","singlet","TAL","DCT",FALSE,FALSE,243.796334079082,255.438433408395,TRUE,TRUE
"spot11.15","doublet_uncertain","VSM","DCT",FALSE,FALSE,344.89616171358,378.648212289768,TRUE,TRUE
"spot11.16","singlet","PT","IMMUNE",FALSE,FALSE,388.633627774423,405.819367795523,TRUE,TRUE
"spot11.17","singlet","PT","CCD",FALSE,FALSE,384.796895310697,388.632521519055,TRUE,TRUE
"spot11.18","singlet","PT","IMMUNE",FALSE,FALSE,423.753730167943,429.460222864928,TRUE,TRUE
"spot11.19","singlet","IMMUNE","PT",FALSE,FALSE,395.247886654614,408.637141522903,TRUE,TRUE
