"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","PT","TAL",FALSE,FALSE,331.306584693507,339.172697149006,TRUE,TRUE
"spot0.1","singlet","PT","DCT",FALSE,FALSE,386.913298221375,387.154912186012,TRUE,TRUE
"spot0.10","singlet","PT","DCT",FALSE,FALSE,332.506665412819,333.991504370472,TRUE,TRUE
"spot0.11","singlet","PT","ENDO",FALSE,FALSE,332.086510386744,334.375850145693,TRUE,TRUE
"spot0.12","singlet","PT","TAL",FALSE,FALSE,344.243463603381,348.627962908346,TRUE,TRUE
"spot0.13","singlet","PT","VSM",FALSE,FALSE,327.063093883812,335.208687236461,TRUE,TRUE
"spot0.14","singlet","VSM","PT",FALSE,FALSE,222.805122049544,223.204176399872,TRUE,TRUE
"spot0.15","doublet_certain","TAL","VSM",FALSE,FALSE,323.341119104618,359.09657951856,TRUE,TRUE
"spot0.16","singlet","PT","TAL",FALSE,FALSE,349.714277176071,356.695588741545,TRUE,TRUE
"spot0.17","singlet","PT","IMMUNE",FALSE,FALSE,351.396558773535,368.80883303039,TRUE,TRUE
"spot0.18","singlet","PT","CCD",FALSE,FALSE,352.977839020506,363.842553988369,TRUE,TRUE
"spot0.19","singlet","PT","DCT",FALSE,FALSE,326.671848563568,343.290693643627,TRUE,TRUE
"spot0.2","doublet_certain","PT","ENDO",FALSE,FALSE,298.760891640776,318.940972257301,TRUE,TRUE
"spot0.20","singlet","PT","DCT",FALSE,FALSE,369.463635313968,373.006179246107,TRUE,TRUE
"spot0.21","singlet","PT","DCT",FALSE,FALSE,388.216742055207,407.913710498494,TRUE,TRUE
"spot0.22","singlet","DCT","VSM",FALSE,FALSE,279.532173868988,297.513599590537,TRUE,TRUE
"spot0.23","singlet","DCT","VSM",FALSE,FALSE,290.072772767267,308.509192082193,TRUE,TRUE
"spot0.24","singlet","TAL","IMMUNE",FALSE,FALSE,285.012601871876,296.199287950236,TRUE,TRUE
"spot0.3","singlet","ENDO","PT",FALSE,FALSE,231.003325106222,237.106599408988,TRUE,TRUE
"spot0.4","doublet_uncertain","PT","ENDO",FALSE,FALSE,323.033971848173,343.142363492093,TRUE,TRUE
"spot0.5","singlet","PT","CCD",FALSE,FALSE,334.582955969565,340.905048914457,TRUE,TRUE
"spot0.6","doublet_certain","TAL","PT",FALSE,FALSE,306.338861718186,330.15919157673,TRUE,TRUE
"spot0.7","doublet_certain","PT","TAL",FALSE,FALSE,364.778918032148,387.781021278719,TRUE,TRUE
"spot0.8","singlet","PT","TAL",FALSE,FALSE,392.634945407609,393.330631408235,TRUE,TRUE
"spot0.9","singlet","PT","DCT",FALSE,FALSE,350.686260906665,353.697520872258,TRUE,TRUE
"spot1.0","reject","DCT","PT",FALSE,FALSE,293.695648183966,333.695648183966,TRUE,TRUE
"spot1.1","doublet_uncertain","PT","TAL",FALSE,FALSE,359.995376652039,381.193545807178,TRUE,TRUE
