"","spot_class","first_type","second_type","first_class","second_class","min_score","singlet_score","conv_all","conv_doublet"
"spot0.0","singlet","TAL","PODS",FALSE,FALSE,203.090027940379,204.119528403406,TRUE,TRUE
"spot0.1","singlet","TAL","CCD",FALSE,FALSE,246.717150117126,246.706957431846,TRUE,TRUE
"spot0.10","singlet","TAL","CCD",FALSE,FALSE,266.182514978387,286.072226331804,TRUE,TRUE
"spot0.11","singlet","CCD","TAL",FALSE,FALSE,257.261235324609,272.333550784261,TRUE,TRUE
"spot0.12","doublet_uncertain","TAL","PT",FALSE,FALSE,308.860292149831,329.557590261058,TRUE,TRUE
"spot0.13","doublet_certain","TAL","PT",FALSE,FALSE,368.994582800791,399.600907198381,TRUE,TRUE
"spot0.14","doublet_certain","TAL","PT",FALSE,FALSE,280.23119325603,305.820283229154,TRUE,TRUE
"spot0.15","singlet","PT","DCT",FALSE,FALSE,350.226490607916,368.979168135108,TRUE,TRUE
"spot0.16","singlet","DCT","TAL",FALSE,FALSE,303.098895199564,309.029595350557,TRUE,TRUE
"spot0.17","singlet","TAL","VSM",FALSE,FALSE,285.373036102947,298.583694904517,TRUE,TRUE
"spot0.18","singlet","PT","VSM",FALSE,FALSE,355.314060506491,366.082216919125,TRUE,TRUE
"spot0.19","singlet","ENDO","PT",FALSE,FALSE,295.173941752393,310.673911257458,TRUE,TRUE
"spot0.2","reject","ENDO","TAL",FALSE,FALSE,270.057209363531,310.057209363531,TRUE,TRUE
"spot0.20","singlet","PT","ENDO",FALSE,FALSE,309.150820171171,322.731676173397,TRUE,TRUE
"spot0.21","singlet","PT","ENDO",FALSE,FALSE,381.136106077216,382.584992966958,TRUE,TRUE
"spot0.22","singlet","PT","CCD",FALSE,FALSE,379.682614826394,381.619737748937,TRUE,TRUE
"spot0.23","doublet_certain","CCD","PT",FALSE,FALSE,342.231677342231,380.625857242041,TRUE,TRUE
"spot0.24","singlet","CCD","IMMUNE",FALSE,FALSE,299.802329037406,303.070434149723,TRUE,TRUE
"spot0.3","singlet","CCD","ENDO",FALSE,FALSE,313.985661507079,323.419288251386,TRUE,TRUE
"spot0.4","doublet_uncertain","VSM","CCD",FALSE,FALSE,378.656427037724,400.058219996982,TRUE,TRUE
"spot0.5","singlet","PT","VSM",FALSE,FALSE,328.039277245307,331.259907039762,TRUE,TRUE
"spot0.6","singlet","PT","TAL",FALSE,FALSE,328.114773808683,329.585706140259,TRUE,TRUE
"spot0.7","singlet","PT","TAL",FALSE,FALSE,422.03332572933,432.429060301967,TRUE,TRUE
"spot0.8","singlet","PT","DCT",FALSE,FALSE,360.25090078069,360.943984528035,TRUE,TRUE
"spot0.9","singlet","DCT","PT",FALSE,FALSE,327.408656310038,335.947881963946,TRUE,TRUE
"spot1.0","doublet_certain","TAL","PT",FALSE,FALSE,291.885749111131,312.065410629291,TRUE,TRUE
"spot1.1","singlet","TAL","VSM",FALSE,FALSE,250.757017908312,252.624593987681,TRUE,TRUE
"spot1.10","reject","ENDO","PT",FALSE,FALSE,352.096071493331,392.096071493331,TRUE,TRUE
"spot1.11","doublet_certain","PT","CCD",FALSE,FALSE,406.706549126625,433.334861244291,TRUE,TRUE
"spot1.12","reject","ENDO","TAL",FALSE,FALSE,356.252114551832,396.252114551832,TRUE,TRUE
"spot1.13","doublet_certain","TAL","VSM",FALSE,FALSE,312.983537848884,334.108586680137,TRUE,TRUE
"spot1.14","singlet","TAL","VSM",FALSE,FALSE,280.584119507509,298.78627010681,TRUE,TRUE
"spot1.15","doublet_uncertain","PT","VSM",FALSE,FALSE,422.789121922594,462.295496329977,TRUE,TRUE
"spot1.16","doublet_uncertain","DCT","ENDO",FALSE,FALSE,325.19139760854,347.513496017751,TRUE,TRUE
"spot1.17","singlet","DCT","PT",FALSE,FALSE,327.116113506674,342.726909740358,TRUE,TRUE
"spot1.18","singlet","PT","VSM",FALSE,FALSE,373.394536806818,382.817560157853,TRUE,TRUE
"spot1.19","singlet","PT","VSM",FALSE,FALSE,350.31543818859,368.436226533554,TRUE,TRUE
"spot1.2","singlet","TAL","ENDO",FALSE,FALSE,294.166558076179,303.731673602132,TRUE,TRUE
"spot1.20","singlet","PT","DCT",FALSE,FALSE,371.706665916951,389.91849667954,TRUE,TRUE
"spot1.21","singlet","PT","CCD",FALSE,FALSE,401.310090884573,402.092729410324,TRUE,TRUE
"spot1.22","singlet","PT","TAL",FALSE,FALSE,421.737215627806,422.905589887927,TRUE,TRUE
"spot1.23","singlet","PT","CCD",FALSE,FALSE,403.037324017323,417.846966893961,TRUE,TRUE
"spot1.24","singlet","CCD","PT",FALSE,FALSE,333.376706994751,344.506260973074,TRUE,TRUE
"spot1.3","doublet_certain","PT","ENDO",FALSE,FALSE,324.988338205814,357.64073727239,TRUE,TRUE
"spot1.4","doublet_certain","PT","DCT",FALSE,FALSE,398.542642226272,425.890609576438,TRUE,TRUE
"spot1.5","doublet_certain","PT","TAL",FALSE,FALSE,385.055889695537,410.184618016575,TRUE,TRUE
"spot1.6","singlet","PT","TAL",FALSE,FALSE,364.667324970087,384.559232575993,TRUE,TRUE
"spot1.7","doublet_certain","CCD","TAL",FALSE,FALSE,363.036934563208,384.755686788667,TRUE,TRUE
"spot1.8","doublet_certain","CCD","PT",FALSE,FALSE,382.982148541374,407.402922188351,TRUE,TRUE
"spot1.9","doublet_certain","PT","DCT",FALSE,FALSE,337.362940385245,362.276828523947,TRUE,TRUE
"spot10.0","singlet","TAL","CCD",FALSE,FALSE,291.181391158312,306.740855854768,TRUE,TRUE
"spot10.1","singlet","CCD","IMMUNE",FALSE,FALSE,357.523966618513,361.38432801726,TRUE,TRUE
"spot10.10","singlet","PT","DCT",FALSE,FALSE,440.307145922592,440.449024013974,TRUE,TRUE
"spot10.11","singlet","PT","TAL",FALSE,FALSE,356.249819978585,363.412617158436,TRUE,TRUE
"spot10.12","singlet","TAL","PT",FALSE,FALSE,353.066898104998,372.488923586529,TRUE,TRUE
"spot10.13","singlet","PT","TAL",FALSE,FALSE,403.269272551419,412.175876934397,TRUE,TRUE
"spot10.14","singlet","PT","CCD",FALSE,FALSE,412.09138753942,419.756742454418,TRUE,TRUE
"spot10.15","singlet","PT","ENDO",FALSE,FALSE,406.558055008803,408.695353384789,TRUE,TRUE
"spot10.16","singlet","PT","UROTHELIUM",FALSE,FALSE,432.286134496747,436.892168878585,TRUE,TRUE
"spot10.17","reject","PT","TAL",FALSE,FALSE,333.097832601465,373.097832601465,TRUE,TRUE
"spot10.18","doublet_certain","PT","TAL",FALSE,FALSE,358.871915789354,381.279874933918,TRUE,TRUE
"spot10.19","singlet","TAL","PT",FALSE,FALSE,314.481180009597,331.278637064036,TRUE,TRUE
"spot10.2","singlet","PT","CCD",FALSE,FALSE,385.256093965288,399.464243327582,TRUE,TRUE
"spot10.20","singlet","TAL","PT",FALSE,FALSE,271.211276669721,276.921113582679,TRUE,TRUE
"spot10.21","reject","DCT","IMMUNE",FALSE,FALSE,346.889889828896,386.889889828896,TRUE,TRUE
"spot10.22","doublet_certain","PODS","PT",FALSE,FALSE,354.206276100288,387.250583845206,TRUE,TRUE
"spot10.23","doublet_uncertain","UROTHELIUM","PODS",FALSE,FALSE,481.794316707065,501.982743058859,TRUE,TRUE
"spot10.24","doublet_certain","PT","UROTHELIUM",FALSE,FALSE,453.457637303672,474.860576015585,TRUE,TRUE
"spot10.3","singlet","PT","TAL",FALSE,FALSE,387.37897290484,399.624179650219,TRUE,TRUE
"spot10.4","singlet","DCT","PT",FALSE,FALSE,346.630104606375,357.241000193323,TRUE,TRUE
"spot10.5","reject","PT","VSM",FALSE,FALSE,385.58819987046,425.58819987046,TRUE,TRUE
"spot10.6","singlet","CCD","VSM",FALSE,FALSE,322.596587314641,334.255393762035,TRUE,TRUE
"spot10.7","singlet","CCD","IMMUNE",FALSE,FALSE,386.634213988196,391.881067660185,TRUE,TRUE
"spot10.8","singlet","IMMUNE","DCT",FALSE,FALSE,362.548441588259,372.702198351195,TRUE,TRUE
"spot10.9","singlet","PT","DCT",FALSE,FALSE,393.668613320356,405.079166105073,TRUE,TRUE
"spot11.0","singlet","PT","TAL",FALSE,FALSE,373.004116507726,377.303177530344,TRUE,TRUE
"spot11.1","doublet_certain","PT","CCD",FALSE,FALSE,389.322761363191,417.376507664622,TRUE,TRUE
"spot11.10","singlet","PT","TAL",FALSE,FALSE,358.136528952806,377.668613230759,TRUE,TRUE
"spot11.11","singlet","PT","TAL",FALSE,FALSE,377.437249897978,381.29779396602,TRUE,TRUE
"spot11.12","singlet","PT","TAL",FALSE,FALSE,405.309705882553,406.722964361286,TRUE,TRUE
"spot11.13","singlet","PT","CCD",FALSE,FALSE,366.160966653333,377.610071002645,TRUE,TRUE
"spot11.14","singlet","CCD","PT",FALSE,FALSE,374.385433294141,390.049744893484,TRUE,TRUE
"spot11.15","singlet","CCD","PT",FALSE,FALSE,396.397847862371,413.81437099683,TRUE,TRUE
"spot11.16","singlet","DCT","PT",FALSE,FALSE,387.802335641313,401.994053859458,TRUE,TRUE
"spot11.17","doublet_certain","DCT","PT",FALSE,FALSE,397.080047725131,423.418288598187,TRUE,TRUE
"spot11.18","singlet","PT","UROTHELIUM",FALSE,FALSE,391.199300725131,393.713120576345,TRUE,TRUE
"spot11.19","singlet","PT","TAL",FALSE,FALSE,385.011633010698,390.378954371622,TRUE,TRUE
"spot11.2","doublet_uncertain","ENDO","PT",FALSE,FALSE,316.615048763716,341.488024000175,TRUE,TRUE
"spot11.20","reject","ENDO","PT",FALSE,FALSE,395.013355573782,435.013355573782,TRUE,TRUE
"spot11.21","doublet_uncertain","ENDO","DCT",FALSE,FALSE,300.279349427962,327.861808225236,TRUE,TRUE
"spot11.22","doublet_uncertain","TAL","UROTHELIUM",FALSE,FALSE,393.356103675957,418.26881751254,TRUE,TRUE
"spot11.23","singlet","UROTHELIUM","ENDO",FALSE,FALSE,436.367443561004,443.641482295599,TRUE,TRUE
"spot11.24","singlet","PT","UROTHELIUM",FALSE,FALSE,395.603750407746,408.811230694531,TRUE,TRUE
"spot11.3","singlet","PT","TAL",FALSE,FALSE,335.664261304589,339.165428082708,TRUE,TRUE
"spot11.4","singlet","TAL","IMMUNE",FALSE,FALSE,316.781030346172,325.205776140921,TRUE,TRUE
"spot11.5","singlet","TAL","ENDO",FALSE,FALSE,292.088976229822,299.515715665062,TRUE,TRUE
"spot11.6","doublet_certain","ENDO","PT",FALSE,FALSE,344.566513013883,383.985400448469,TRUE,TRUE
"spot11.7","doublet_certain","IMMUNE","CCD",FALSE,FALSE,406.99981313152,432.570224288716,TRUE,TRUE
"spot11.8","singlet","IMMUNE","DCT",FALSE,FALSE,407.013072048643,425.503077026544,TRUE,TRUE
"spot11.9","doublet_certain","TAL","PT",FALSE,FALSE,329.373235358408,363.872400893719,TRUE,TRUE
"spot12.0","singlet","PT","TAL",FALSE,FALSE,360.12791785346,373.338827092302,TRUE,TRUE
"spot12.1","doublet_certain","TAL","PT",FALSE,FALSE,303.750460919871,334.054315789729,TRUE,TRUE
"spot12.10","singlet","PT","IMMUNE",FALSE,FALSE,365.191461848807,379.903854207437,TRUE,TRUE
"spot12.11","singlet","PT","VSM",FALSE,FALSE,321.94566208708,335.362191977166,TRUE,TRUE
"spot12.12","doublet_certain","PT","VSM",FALSE,FALSE,370.387788937727,400.914400986846,TRUE,TRUE
